AGR_NAME,OBJECT,AUTH_DESC,FIELD,LOW,HIGH,Remarks
ZSG_AL_LO.PRO_YUSEN_873,C_DRAW_TCD,Authorization for document activities,DOKAR,,,Copy from 872
ZSG_AL_LO.PRO_YUSEN_873,C_DRAW_TCS,Status-Dependent Authorizations for Documents,DOKAR,,,Copy from 872
ZSG_AL_LO.PRO_YUSEN_873,C_DRAW_TCS,Status-Dependent Authorizations for Documents,DOKST,,,Copy from 872
ZSG_AL_LO.PRO_YUSEN_873,F_BKPF_BED,Accounting Document: Account Authorization for Customers,BRGRU,,,Copy from 872
ZSG_AL_LO.PRO_YUSEN_873,F_BKPF_BEK,Accounting Document: Account Authorization for Vendors,BRGRU,,,Copy from 872
ZSG_AL_LO.PRO_YUSEN_873,F_BKPF_BLA,Accounting Document: Authorization for Document Types,BRGRU,,,Copy from 872
ZSG_AL_LO.PRO_YUSEN_873,F_KNA1_BED,Customer: Account Authorization,BRGRU,,,Copy from 872
ZSG_AL_LO.PRO_YUSEN_873,F_KNA1_GRP,Customer: Account Group Authorization,KTOKD,,,Copy from 872
ZSG_AL_LO.PRO_YUSEN_873,F_LFA1_BEK,Vendor: Account Authorization,BRGRU,,,Copy from 872
ZSG_AL_LO.PRO_YUSEN_873,F_LFA1_GRP,Vendor: Account Group Authorization,KTOKK,,,Copy from 872
ZSG_AL_LO.PRO_YUSEN_873,M_BEST_BSA,Document Type in Purchase Order,BSART,,,Copy from 872
ZSG_AL_LO.PRO_YUSEN_873,M_INVVAL,Inventory Values Display,DISPINVVAL,,,Copy from 872
ZSG_AL_LO.PRO_YUSEN_873,M_MATE_MAR,Material Master: Material Types,BEGRU,,,Copy from 872
ZSG_AL_LO.PRO_YUSEN_873,M_MATE_MAT,Material Master: Materials,BEGRU,,,Copy from 872
ZSG_AL_LO.PRO_YUSEN_873,M_MATE_WGR,Material Master: Material Groups,BEGRU,,,Copy from 872
ZSG_AL_LO.PRO_YUSEN_873,M_MRES_BWA,Reservations: Movement Type,BWART,,,Copy from 872
ZSG_AL_LO.PRO_YUSEN_873,M_MSEG_BMB,Material Documents: Movement Type,BWART,,,Copy from 872
ZSG_AL_LO.PRO_YUSEN_873,M_MSEG_BWA,Goods Movements: Movement Type,BWART,,,Copy from 872
ZSG_AL_LO.PRO_YUSEN_873,M_MSEG_BWE,Goods Receipt for Purchase Order: Movement Type,BWART,,,Copy from 872
ZSG_AL_LO.PRO_YUSEN_873,M_MSEG_BWF,Goods Receipt for Production Order: Movement Type,BWART,,,Copy from 872
ZSG_AL_LO.PRO_YUSEN_873,M_RAHM_BSA,Document Type in Outline Agreement,BSART,,,Copy from 872
ZSG_AL_LO.PRO_YUSEN_873,M_RAHM_LGO,Plant/Storage Location in Outline Agreement,LGORT,,,Copy from 872
ZSG_AL_LO.PRO_YUSEN_873,M_RFQ_BSA,Document Type in RFQ,BSART,,,Copy from 872
ZSG_AL_LO.PRO_YUSEN_873,T_TOR_EXE,Transp. Management: Order Management & Planning (Execution),BO_SERVICE,,,Copy from 872
ZSG_AL_LO.PRO_YUSEN_873,T_TOR_EXE,Transp. Management: Order Management & Planning (Execution),TM_MOT,,,Copy from 872
ZSG_AL_LO.PRO_YUSEN_873,T_TOR_EXE,Transp. Management: Order Management & Planning (Execution),TM_OT,,,Copy from 872
ZSG_AL_LO.PRO_YUSEN_873,T_TOR_EXE,Transp. Management: Order Management & Planning (Execution),TM_RP,,,Copy from 872
ZSG_AL_LO.PRO_YUSEN_873,T_TOR_PUR,Transp. Management: Order Management & Planning (Purchase),BO_SERVICE,,,Copy from 872
ZSG_AL_LO.PRO_YUSEN_873,T_TOR_PUR,Transp. Management: Order Management & Planning (Purchase),TM_MOT,,,Copy from 872
ZSG_AL_LO.PRO_YUSEN_873,T_TOR_PUR,Transp. Management: Order Management & Planning (Purchase),TM_OT,,,Copy from 872
ZSG_AL_LO.PRO_YUSEN_873,T_TOR_PUR,Transp. Management: Order Management & Planning (Purchase),TM_RP,,,Copy from 872
ZSG_AL_LO.PRO_YUSEN_873,V_VBAK_AAT,Sales Document: Authorization for Sales Document Types,AUART,,,Copy from 872
ZSG_AL_LO.PRO_YUSEN_873,V_VBRK_FKA,Billing: Authorization for Billing Types,FKART,,,Copy from 872
ZSG_AL_LO.PRO_YUSEN_873,V_VTTK_SHT,Shipment Processing: Authorization for Shipment Type,SHTYP,,,Copy from 872
ZSG_CS_LO.PRO-GR_831,C_DRAW_TCD,Authorization for document activities,DOKAR,,,Please check between old role to new role on the values
ZSG_CS_LO.PRO-GR_831,C_DRAW_TCS,Status-Dependent Authorizations for Documents,DOKAR,,,Please check between old role to new role on the values
ZSG_CS_LO.PRO-GR_831,C_DRAW_TCS,Status-Dependent Authorizations for Documents,DOKST,,,Please check between old role to new role on the values
ZSG_CS_LO.PRO-GR_831,F_BKPF_BED,Accounting Document: Account Authorization for Customers,BRGRU,,,Please check between old role to new role on the values
ZSG_CS_LO.PRO-GR_831,F_KNA1_BED,Customer: Account Authorization,BRGRU,,,Please check between old role to new role on the values
ZSG_CS_LO.PRO-GR_831,F_KNA1_GRP,Customer: Account Group Authorization,KTOKD,,,Please check between old role to new role on the values
ZSG_CS_LO.PRO-GR_831,F_LFA1_BEK,Vendor: Account Authorization,BRGRU,,,Please check between old role to new role on the values
ZSG_CS_LO.PRO-GR_831,M_BANF_BSA,Document Type in Purchase Requisition,BSART,,,Please check between old role to new role on the values
ZSG_CS_LO.PRO-GR_831,M_INVVAL,Inventory Values Display,DISPINVVAL,,,Please check between old role to new role on the values
ZSG_CS_LO.PRO-GR_831,M_MRES_BWA,Reservations: Movement Type,BWART,,,Please check between old role to new role on the values
ZSG_CS_LO.PRO-GR_831,M_MSEG_BMB,Material Documents: Movement Type,BWART,,,Please check between old role to new role on the values
ZSG_CS_LO.PRO-GR_831,M_MSEG_BWA,Goods Movements: Movement Type,BWART,,,Please check between old role to new role on the values
ZSG_CS_LO.PRO-GR_831,M_MSEG_BWE,Goods Receipt for Purchase Order: Movement Type,BWART,,,Please check between old role to new role on the values
ZSG_CS_LO.PRO-GR_831,M_MSEG_BWF,Goods Receipt for Production Order: Movement Type,BWART,,,Please check between old role to new role on the values
ZSG_CS_LO.PRO-GR_831,M_MSEG_LGO,Goods Movements: Storage Location,BWART,,,Please check between old role to new role on the values
ZSG_CS_LO.PRO-GR_831,M_MSEG_LGO,Goods Movements: Storage Location,LGORT,,,Please check between old role to new role on the values
ZSG_CS_LO.PRO-GR_838,C_DRAW_TCD,Authorization for document activities,DOKAR,,,Please check between old role to new role on the values
ZSG_CS_LO.PRO-GR_838,C_DRAW_TCS,Status-Dependent Authorizations for Documents,DOKAR,,,Please check between old role to new role on the values
ZSG_CS_LO.PRO-GR_838,C_DRAW_TCS,Status-Dependent Authorizations for Documents,DOKST,,,Please check between old role to new role on the values
ZSG_CS_LO.PRO-GR_838,F_BKPF_BED,Accounting Document: Account Authorization for Customers,BRGRU,,,Please check between old role to new role on the values
ZSG_CS_LO.PRO-GR_838,F_KNA1_BED,Customer: Account Authorization,BRGRU,,,Please check between old role to new role on the values
ZSG_CS_LO.PRO-GR_838,F_KNA1_GRP,Customer: Account Group Authorization,KTOKD,,,Please check between old role to new role on the values
ZSG_CS_LO.PRO-GR_838,F_LFA1_BEK,Vendor: Account Authorization,BRGRU,,,Please check between old role to new role on the values
ZSG_CS_LO.PRO-GR_838,M_BANF_BSA,Document Type in Purchase Requisition,BSART,,,Please check between old role to new role on the values
ZSG_CS_LO.PRO-GR_838,M_INVVAL,Inventory Values Display,DISPINVVAL,,,Please check between old role to new role on the values
ZSG_CS_LO.PRO-GR_838,M_MRES_BWA,Reservations: Movement Type,BWART,,,Please check between old role to new role on the values
ZSG_CS_LO.PRO-GR_838,M_MSEG_BMB,Material Documents: Movement Type,BWART,,,Please check between old role to new role on the values
ZSG_CS_LO.PRO-GR_838,M_MSEG_BWA,Goods Movements: Movement Type,BWART,,,Please check between old role to new role on the values
ZSG_CS_LO.PRO-GR_838,M_MSEG_BWE,Goods Receipt for Purchase Order: Movement Type,BWART,,,Please check between old role to new role on the values
ZSG_CS_LO.PRO-GR_838,M_MSEG_BWF,Goods Receipt for Production Order: Movement Type,BWART,,,Please check between old role to new role on the values
ZSG_CS_LO.PRO-GR_838,M_MSEG_LGO,Goods Movements: Storage Location,BWART,,,Please check between old role to new role on the values
ZSG_CS_LO.PRO-GR_838,M_MSEG_LGO,Goods Movements: Storage Location,LGORT,,,Please check between old role to new role on the values
ZSG_FIORI_ODATA,B_BUPA_GRP,Business Partner: Authorization Groups,BEGRU,,,
ZSG_FIORI_ODATA,C_KLAH_BKL,Authorization for Classification,BGRKL,,,
ZSG_FIORI_ODATA,F_KNA1_BED,Customer: Account Authorization,BRGRU,,,
ZSG_FIORI_ODATA,F_KNA1_GRP,Customer: Account Group Authorization,KTOKD,,,
ZSG_FIORI_ODATA,F_LFA1_BEK,Vendor: Account Authorization,BRGRU,,,
ZSG_FIORI_ODATA,F_LFA1_GRP,Vendor: Account Group Authorization,KTOKK,,,
ZSG_FIORI_ODATA,SDDLVIEW,DDL Entity Access,DDLNAME,,,
ZSG_FIORI_ODATA,S_BTCH_JOB,Background Processing: Operations on Background Jobs,JOBACTION,,,
ZSG_FIORI_ODATA,S_BTCH_JOB,Background Processing: Operations on Background Jobs,JOBGROUP,,,
ZSG_FIORI_ODATA,S_ESH_CONN,Authoriz. Check on Connector level,REQUEST,,,
ZSG_FIORI_ODATA,S_ESH_CONN,Authoriz. Check on Connector level,SCONN_ID,,,
ZSG_FIORI_ODATA,S_ESH_CONN,Authoriz. Check on Connector level,SYSTEM_ID,,,
ZSG_FIORI_ODATA,S_ESH_CONN,Authoriz. Check on Connector level,SYS_CLIENT,,,
ZSG_FIORI_ODATA,V_KONH_VKS,Condition: Authorization for Condition Types,KSCHL,,,
ZSG_FI_AA.PRO,A_A_VIEW,Asset: View,VIEW,,,Check with selvi
ZSG_FI_AA.PRO,C_AFKO_DIS,Network: MRP Group (Plant) and Transaction Type,DISPO,,,Check with selvi
ZSG_FI_AA.PRO,C_AFVG_TYP,PS: Activity types for network act. and activity elements,PS_VGTYP,,,Check with selvi
ZSG_FI_AA.PRO,C_PROJ_KOK,PS: Controlling Area for Project Definition,PS_ACTVT,,,Check with selvi
ZSG_FI_AA.PRO,C_PROJ_PRC,PS: Profit center for project definition,PS_ACTVT,,,Check with selvi
ZSG_FI_AA.PRO,C_PROJ_VNR,PS: Project Manager for Project Definition,PS_VERNR,,,Check with selvi
ZSG_FI_AA.PRO,C_PRPS_ART,PS: Project type authorization for WBS elements,PS_ACTVT,,,Check with selvi
ZSG_FI_AA.PRO,C_PRPS_ART,PS: Project type authorization for WBS elements,PS_PRART,,,Check with selvi
ZSG_FI_AA.PRO,C_PRPS_ART,PS: Project type authorization for WBS elements,PS_PRART,,,Check with selvi
ZSG_FI_AA.PRO,C_PRPS_KST,PS: Cost Center Authorization for WBS elements,PS_FKOKR,,,Check with selvi
ZSG_FI_AA.PRO,C_PRPS_KST,PS: Cost Center Authorization for WBS elements,PS_FKSTL,,,Check with selvi
ZSG_FI_AA.PRO,C_PRPS_USR,PS: Model for User Field Authorization for WBS elements,USR10_1,,,Check with selvi
ZSG_FI_AA.PRO,C_PRPS_USR,PS: Model for User Field Authorization for WBS elements,USR10_2,,,Check with selvi
ZSG_FI_AA.PRO,C_PRPS_USR,PS: Model for User Field Authorization for WBS elements,USR20_1,,,Check with selvi
ZSG_FI_AA.PRO,C_PRPS_USR,PS: Model for User Field Authorization for WBS elements,USR20_2,,,Check with selvi
ZSG_FI_AA.PRO,C_PRPS_USR,PS: Model for User Field Authorization for WBS elements,USRFLAG_1,,,Check with selvi
ZSG_FI_AA.PRO,C_PRPS_USR,PS: Model for User Field Authorization for WBS elements,USRFLAG_2,,,Check with selvi
ZSG_FI_AA.PRO,C_PRPS_VNR,PS: Project Manager Authorization for WBS elements,PS_VERNR,,,Check with selvi
ZSG_FI_AA.PRO,F_BKPF_BED,Accounting Document: Account Authorization for Customers,ACTVT,,,Check with selvi
ZSG_FI_AA.PRO,F_BKPF_BED,Accounting Document: Account Authorization for Customers,BRGRU,,,Check with selvi
ZSG_FI_AA.PRO,F_BKPF_BEK,Accounting Document: Account Authorization for Vendors,ACTVT,,,Check with selvi
ZSG_FI_AA.PRO,F_BKPF_BEK,Accounting Document: Account Authorization for Vendors,BRGRU,,,Check with selvi
ZSG_FI_AA.PRO,F_BKPF_BES,Accounting Document: Account Authorization for G/L Accounts,ACTVT,,,Check with selvi
ZSG_FI_AA.PRO,F_BKPF_BES,Accounting Document: Account Authorization for G/L Accounts,BRGRU,,,Check with selvi
ZSG_FI_AA.PRO,F_BKPF_BLA,Accounting Document: Authorization for Document Types,ACTVT,,,Check with selvi
ZSG_FI_AA.PRO,F_BKPF_BLA,Accounting Document: Authorization for Document Types,BRGRU,,,Check with selvi
ZSG_FI_AA.PRO,F_BUAC_PST,Post a Budget Account in an authorization group,BU_AUGRP,,,Check with selvi
ZSG_FI_AA.PRO,F_BUK_BUPL,Accounting Document: Authorization for Business Place,BUPLA,,,Check with selvi
ZSG_FI_AA.PRO,F_FAGL_SEG,General Ledger: Authorization for Segment,GLRRCTY,,,Check with selvi
ZSG_FI_AA.PRO,F_FAGL_SEG,General Ledger: Authorization for Segment,SEGMENT,,,Check with selvi
ZSG_FI_AA.PRO,F_FICA_FOG,Funds Management: Authorization Group of Fund,FM_AUTHGRF,,,Check with selvi
ZSG_FI_AA.PRO,F_FICA_FPG,Funds Management: Authorization Group for Commitment Item,FM_AUTHGRP,,,Check with selvi
ZSG_FI_AA.PRO,F_FIGM_GNT,Grants Management: Authority for Grant,GM_AUTHGR,,,Check with selvi
ZSG_FI_AA.PRO,F_FIGM_GNT,Grants Management: Authority for Grant,GM_LIFESTA,,,Check with selvi
ZSG_FI_AA.PRO,F_FMMD_BPD,Funds Management: Budget Period  (Authorization Group),FM_GRP_BPD,,,Check with selvi
ZSG_FI_AA.PRO,F_FMMD_FAR,Funds Management: Functional Area (Authorization Group),FM_GRP_FAR,,,Check with selvi
ZSG_FI_AA.PRO,F_FMMD_MES,Funds Management: Funded Program (Authorization Group),FM_AUTHGRM,,,Check with selvi
ZSG_FI_AA.PRO,F_FUNDSRES,"Earmarked Funds, Funds Transfer",FMRE_BLART,,,Check with selvi
ZSG_FI_AA.PRO,F_FUNDSRES,"Earmarked Funds, Funds Transfer",FMRE_BLTYP,,,Check with selvi
ZSG_FI_AA.PRO,F_FUND_PST,Post a Fund in an authorization group for budget consumption,ACTVT,,,Check with selvi
ZSG_FI_AA.PRO,F_FUND_PST,Post a Fund in an authorization group for budget consumption,FM_AUTHGRF,,,Check with selvi
ZSG_FI_AA.PRO,F_FUND_PST,Post a Fund in an authorization group for budget consumption,FM_AUTHGRF,,,Check with selvi
ZSG_FI_AA.PRO,F_KNA1_BED,Customer: Account Authorization,BRGRU,,,Check with selvi
ZSG_FI_AA.PRO,F_KNA1_GRP,Customer: Account Group Authorization,KTOKD,,,Check with selvi
ZSG_FI_AA.PRO,F_LFA1_BEK,Vendor: Account Authorization,BRGRU,,,Check with selvi
ZSG_FI_AA.PRO,F_LFA1_GRP,Vendor: Account Group Authorization,KTOKK,,,Check with selvi
ZSG_FI_AA.PRO,F_SKA1_KTP,G/L Account: Authorization for Charts of Accounts,KTOPL,,,Check with selvi
ZSG_FI_AA.PRO,K_CSKB,CO-CCA: Cost Element Master,CO_KAINT,,,Check with selvi
ZSG_FI_AA.PRO,K_CSKS,CO-CCA: Cost Center Master,KOSTL,,,Check with selvi
ZSG_FI_AA.PRO,K_PCAR_REP,EC-PCA: Summary and Line Item Reports,KSTAR,,,Check with selvi
ZSG_FI_AA.PRO,K_VRGNG,"CO: Bus. Trans., Actual Postings and Plan/act. Allocations",CO_VRGNG,,,Check with selvi
ZSG_FI_AA.PRO,M_ANFR_BSA,Document Type in RFQ,BSART,,,Check with selvi
ZSG_FI_AA.PRO,M_ANGB_BSA,Document Type in Quotation,BSART,,,Check with selvi
ZSG_FI_AA.PRO,M_BEST_BSA,Document Type in Purchase Order,BSART,,,Check with selvi
ZSG_FI_AA.PRO,M_MATE_MAR,Material Master: Material Types,BEGRU,,,Check with selvi
ZSG_FI_AA.PRO,M_MATE_MAT,Material Master: Materials,BEGRU,,,Check with selvi
ZSG_FI_AA.PRO,M_MATE_WGR,Material Master: Material Groups,BEGRU,,,Check with selvi
ZSG_FI_AA.PRO,M_QTN_BSA,Document Type in Quotation,BSART,,,Check with selvi
ZSG_FI_AA.PRO,M_RAHM_BSA,Document Type in Outline Agreement,BSART,,,Check with selvi
ZSG_FI_AA.PRO,M_RAHM_LGO,Plant/Storage Location in Outline Agreement,LGORT,,,Check with selvi
ZSG_FI_AA.PRO,M_RFQ_BSA,Document Type in RFQ,BSART,,,Check with selvi
ZSG_FI_AA.PRO,S_RS_COMP,Business Explorer - Components,RSINFOAREA,,,Check with selvi
ZSG_FI_AA.PRO,S_RS_COMP1,Business Explorer - Components: Enhancements to the Owner,RSZOWNER,,,Check with selvi
ZSG_FI_AA.PRO,S_TABU_LIN,Authorization for Organizational Unit,ACTVT,,,Check with selvi
ZSG_FI_AA.PRO,S_TABU_LIN,Authorization for Organizational Unit,ORG_CRIT,,,Check with selvi
ZSG_FI_AA.PRO,S_TABU_LIN,Authorization for Organizational Unit,ORG_FIELD1,,,Check with selvi
ZSG_FI_AA.PRO,S_TABU_LIN,Authorization for Organizational Unit,ORG_FIELD2,,,Check with selvi
ZSG_FI_AA.PRO,S_TABU_LIN,Authorization for Organizational Unit,ORG_FIELD3,,,Check with selvi
ZSG_FI_AA.PRO,S_TABU_LIN,Authorization for Organizational Unit,ORG_FIELD4,,,Check with selvi
ZSG_FI_AA.PRO,S_TABU_LIN,Authorization for Organizational Unit,ORG_FIELD5,,,Check with selvi
ZSG_FI_AA.PRO,S_TABU_LIN,Authorization for Organizational Unit,ORG_FIELD6,,,Check with selvi
ZSG_FI_AA.PRO,S_TABU_LIN,Authorization for Organizational Unit,ORG_FIELD7,,,Check with selvi
ZSG_FI_AA.PRO,S_TABU_LIN,Authorization for Organizational Unit,ORG_FIELD8,,,Check with selvi
ZSG_FI_AA.PRO,V_VBAK_AAT,Sales Document: Authorization for Sales Document Types,AUART,,,Check with selvi
ZSG_FI_BANK.RECON,B_BUPA_RLT,Business Partner: BP Roles,RLTYP,,,Check with selvi
ZSG_FI_BANK.RECON,C_AFKO_DIS,Network: MRP Group (Plant) and Transaction Type,DISPO,,,Check with selvi
ZSG_FI_BANK.RECON,F_BKPF_BED,Accounting Document: Account Authorization for Customers,BRGRU,,,Check with selvi
ZSG_FI_BANK.RECON,F_BKPF_BEK,Accounting Document: Account Authorization for Vendors,BRGRU,,,Check with selvi
ZSG_FI_BANK.RECON,F_BKPF_BES,Accounting Document: Account Authorization for G/L Accounts,BRGRU,,,Check with selvi
ZSG_FI_BANK.RECON,F_BKPF_BLA,Accounting Document: Authorization for Document Types,BRGRU,,,Check with selvi
ZSG_FI_BANK.RECON,F_BKPF_GSB,Accounting Document: Authorization for Business Areas,ACTVT,,,Check with selvi
ZSG_FI_BANK.RECON,F_BNKA_MAO,Banks: General Maintenance Authorization by Country,BBANKS,,,Check with selvi
ZSG_FI_BANK.RECON,F_BUAC_PST,Post a Budget Account in an authorization group,BU_AUGRP,,,Check with selvi
ZSG_FI_BANK.RECON,F_FAGL_LDR,General Ledger: Authorization for Ledger,GLRLDNR,,,Check with selvi
ZSG_FI_BANK.RECON,F_FAGL_LDR,General Ledger: Authorization for Ledger,GLRRCTY,,,Check with selvi
ZSG_FI_BANK.RECON,F_FAGL_LDR,General Ledger: Authorization for Ledger,GLRVERS,,,Check with selvi
ZSG_FI_BANK.RECON,F_FAGL_SEG,General Ledger: Authorization for Segment,GLRRCTY,,,Check with selvi
ZSG_FI_BANK.RECON,F_FAGL_SEG,General Ledger: Authorization for Segment,SEGMENT,,,Check with selvi
ZSG_FI_BANK.RECON,F_FICA_FOG,Funds Management: Authorization Group of Fund,FM_AUTHGRF,,,Check with selvi
ZSG_FI_BANK.RECON,F_FICA_FPG,Funds Management: Authorization Group for Commitment Item,FM_AUTHGRP,,,Check with selvi
ZSG_FI_BANK.RECON,F_FIGM_GNT,Grants Management: Authority for Grant,GM_AUTHGR,,,Check with selvi
ZSG_FI_BANK.RECON,F_FIGM_GNT,Grants Management: Authority for Grant,GM_LIFESTA,,,Check with selvi
ZSG_FI_BANK.RECON,F_FMMD_BPD,Funds Management: Budget Period  (Authorization Group),FM_GRP_BPD,,,Check with selvi
ZSG_FI_BANK.RECON,F_FMMD_FAR,Funds Management: Functional Area (Authorization Group),FM_GRP_FAR,,,Check with selvi
ZSG_FI_BANK.RECON,F_FMMD_MES,Funds Management: Funded Program (Authorization Group),FM_AUTHGRM,,,Check with selvi
ZSG_FI_BANK.RECON,F_FUNDSRES,"Earmarked Funds, Funds Transfer",FMRE_BLART,,,Check with selvi
ZSG_FI_BANK.RECON,F_FUNDSRES,"Earmarked Funds, Funds Transfer",FMRE_BLTYP,,,Check with selvi
ZSG_FI_BANK.RECON,F_FUND_PST,Post a Fund in an authorization group for budget consumption,FM_AUTHGRF,,,Check with selvi
ZSG_FI_BANK.RECON,F_KNA1_BED,Customer: Account Authorization,BRGRU,,,Check with selvi
ZSG_FI_BANK.RECON,F_KNA1_GRP,Customer: Account Group Authorization,KTOKD,,,Check with selvi
ZSG_FI_BANK.RECON,F_LFA1_BEK,Vendor: Account Authorization,BRGRU,,,Check with selvi
ZSG_FI_BANK.RECON,K_CSKS,CO-CCA: Cost Center Master,KOSTL,,,Check with selvi
ZSG_FI_BANK.RECON,M_ANFR_BSA,Document Type in RFQ,BSART,,,Check with selvi
ZSG_FI_BANK.RECON,M_ANGB_BSA,Document Type in Quotation,BSART,,,Check with selvi
ZSG_FI_BANK.RECON,M_BEST_BSA,Document Type in Purchase Order,BSART,,,Check with selvi
ZSG_FI_BANK.RECON,M_MATE_MAR,Material Master: Material Types,BEGRU,,,Check with selvi
ZSG_FI_BANK.RECON,M_MATE_MAT,Material Master: Materials,BEGRU,,,Check with selvi
ZSG_FI_BANK.RECON,M_MATE_WGR,Material Master: Material Groups,BEGRU,,,Check with selvi
ZSG_FI_BANK.RECON,M_QTN_BSA,Document Type in Quotation,BSART,,,Check with selvi
ZSG_FI_BANK.RECON,M_RAHM_BSA,Document Type in Outline Agreement,BSART,,,Check with selvi
ZSG_FI_BANK.RECON,M_RAHM_LGO,Plant/Storage Location in Outline Agreement,LGORT,,,Check with selvi
ZSG_FI_BANK.RECON,M_RFQ_BSA,Document Type in RFQ,BSART,,,Check with selvi
ZSG_FI_BANK.RECON,V_VBAK_AAT,Sales Document: Authorization for Sales Document Types,AUART,,,Check with selvi
ZSG_FI_GL.SDSP_873,K_PCA,"EC-PCA: Responsibility Area, Profit Center",KSTAR,,,Please check between old role to new role on the values
ZSG_FI_GL.SDSP_873,K_PCA,"EC-PCA: Responsibility Area, Profit Center",RESPAREA,,,Please check between old role to new role on the values
ZSG_FI_GL.SDSP_873,K_PCAR_REP,EC-PCA: Summary and Line Item Reports,KSTAR,,,Please check between old role to new role on the values
ZSG_FI_GL.SDSP_873,K_REPO_CCA,CO-CCA: Reporting on Cost Centers/Cost Elements,KOSTL,,,Please check between old role to new role on the values
ZSG_FI_GL.SDSP_873,K_REPO_CCA,CO-CCA: Reporting on Cost Centers/Cost Elements,KSTAR,,,Please check between old role to new role on the values
ZSG_FI_GL.SDSP_873,S_BDS_DS,BC-SRV-KPR-BDS: Authorizations for Document Set,ACTVT,,,Please check between old role to new role on the values
ZSG_FI_GL.SDSP_873,S_BDS_DS,BC-SRV-KPR-BDS: Authorizations for Document Set,CLASSNAME,,,Please check between old role to new role on the values
ZSG_FI_GL.SDSP_873,S_BRWS_TIM,Time related authority check for generic lists,DATE,,,Please check between old role to new role on the values
ZSG_FI_GL.SDSP_873,S_GOS_ATT,Change and Delete in the GOS Attachment List,ACTVT,,,Please check between old role to new role on the values
ZSG_FI_GL.SDSP_873,S_GOS_ATT,Change and Delete in the GOS Attachment List,BOROBJTYPE,,,Please check between old role to new role on the values
ZSG_FI_GL.SDSP_873,S_OC_DOC,SAPoffice: Authorization for an Activity with Documents,ACTVT,,,Please check between old role to new role on the values
ZSG_FI_GL.SDSP_873,S_OC_FOLCR,SAPoffice: Authorization to Create Shared Folders,SECTION,,,Please check between old role to new role on the values
ZSG_FI_GL.SDSP_873,S_OC_SEND,Authorization Object for Sending,COM_MODE,,,Please check between old role to new role on the values
ZSG_FI_GL.SDSP_873,S_OC_SEND,Authorization Object for Sending,NUMBER,,,Please check between old role to new role on the values
ZSG_FI_GL.SDSP_873,S_WFAR_OBJ,ArchiveLink: Authorizations for access to documents,ACTVT,,,Please check between old role to new role on the values
ZSG_FI_GL.SDSP_873,S_WFAR_OBJ,ArchiveLink: Authorizations for access to documents,OAARCHIV,,,Please check between old role to new role on the values
ZSG_FI_GL.SDSP_873,S_WFAR_OBJ,ArchiveLink: Authorizations for access to documents,OADOKUMENT,,,Please check between old role to new role on the values
ZSG_FI_GL.SDSP_873,S_WFAR_OBJ,ArchiveLink: Authorizations for access to documents,OAOBJEKTE,,,Please check between old role to new role on the values
ZSG_FI_ODATA,A_S_KOSTL,Asset Master Record Maintenance: Company Code/Cost Center,KOSTL,,,
ZSG_FI_ODATA,F_UNI_HIER,Universal Hierarchy Access,HRYID,,,
ZSG_FI_ODATA,K_PCAP_SET,EC-PCA: Planning Hierarchy,ACTVT,,,
ZSG_FI_ODATA,S_BTCH_JOB,Background Processing: Operations on Background Jobs,JOBGROUP,,,
ZSG_FI_ODATA,S_PROGNAM,Generic Programm Start,P_ACTION,,,
ZSG_FI_ODATA,S_PROGNAM,Generic Programm Start,P_PROGNAM,,,
ZSG_FI_ODATA,S_WDR_ADM,Administration/Personalization in WD4A Components,WD_APPLID,,,
ZSG_FI_ODATA,S_WDR_ADM,Administration/Personalization in WD4A Components,WD_COMPID,,,
ZSG_FSCM_CR.CRDBLK_APPR,B_BUPA_GRP,Business Partner: Authorization Groups,BEGRU,,,Check with Francisca
ZSG_FSCM_CR.CRDBLK_APPR,C_TCLS_BER,Authorization for Org. Areas in Classification System,KLART,,,Check with Francisca
ZSG_FSCM_CR.CRDBLK_APPR,C_TCLS_BER,Authorization for Org. Areas in Classification System,SICHT,,,Check with Francisca
ZSG_FSCM_CR.CRDBLK_APPR,C_TCLS_MNT,Authorization for Characteristics of Org. Area,ACTVT,,,Check with Francisca
ZSG_FSCM_CR.CRDBLK_APPR,C_TCLS_MNT,Authorization for Characteristics of Org. Area,KLART,,,Check with Francisca
ZSG_FSCM_CR.CRDBLK_APPR,C_TCLS_MNT,Authorization for Characteristics of Org. Area,SICHT,,,Check with Francisca
ZSG_FSCM_CR.CRDBLK_APPR,F_BKPF_BED,Accounting Document: Account Authorization for Customers,BRGRU,,,Check with Francisca
ZSG_FSCM_CR.CRDBLK_APPR,F_BKPF_BEK,Accounting Document: Account Authorization for Vendors,BRGRU,,,Check with Francisca
ZSG_FSCM_CR.CRDBLK_APPR,F_BKPF_BLA,Accounting Document: Authorization for Document Types,BRGRU,,,Check with Francisca
ZSG_FSCM_CR.CRDBLK_APPR,F_KNA1_BED,Customer: Account Authorization,BRGRU,,,Check with Francisca
ZSG_FSCM_CR.CRDBLK_APPR,M_MSEG_BMB,Material Documents: Movement Type,BWART,,,Check with Francisca
ZSG_FSCM_CR.CRDBLK_APPR,S_APPL_LOG,Applications log,ACTVT,,,Check with Francisca
ZSG_FSCM_CR.CRDBLK_APPR,S_APPL_LOG,Applications log,ALG_OBJECT,,,Check with Francisca
