User Name,Role,Short Role Description,Authorization Object,Field name,From Value,To Value
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,F_LFA1_BEK,ACTVT,03,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,F_LFA1_BEK,ACTVT,08,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,F_LFA1_BEK,BRGRU,18*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,F_LFA1_BUK,ACTVT,03,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,F_LFA1_BUK,BUKRS,1800,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,P_ORGIN,AUTHC,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,P_ORGIN,INFTY,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,P_ORGIN,PERSA,Z018,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,P_ORGIN,PERSG,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,P_ORGIN,PERSK,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,P_ORGIN,SUBTY,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,P_ORGIN,VDSK1,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,RBD_EDIT,/IBS/ORGEI,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,RBD_EDIT,/IBS/RBDID,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,RBD_EDIT,ACTVT,03,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_ADDRESS1,ACTVT,03,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_ADDRESS1,ADGRP,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_ADDRESS2,ACTVT,03,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_ADDRESS2,ADGRP_P,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_ADDRESS3,ACTVT,03,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_ADDRESS3,ADGRP_P,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_ADMI_FCD,S_ADMI_FCD,SP01,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_ADMI_FCD,S_ADMI_FCD,SP0R,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_ADMI_FCD,S_ADMI_FCD,ST0R,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_APPL_LOG,ACTVT,03,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_APPL_LOG,ALG_OBJECT,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_APPL_LOG,ALG_SUBOBJ,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_ARCHIVE,ACTVT,03,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_ARCHIVE,APPLIC,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_ARCHIVE,ARCH_OBJ,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_BDC_MONI,BDCAKTI,ABTC,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_BDC_MONI,BDCAKTI,ANAL,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_BDC_MONI,BDCAKTI,AONL,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_BDC_MONI,BDCGROUPID,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_BDS_D,ACTVT,03,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_BDS_D,LOIO_CLASS,,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_BDS_DS,ACTVT,03,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_BDS_DS,ACTVT,04,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_BDS_DS,CLASSNAME,DEVC_KCDD,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_BDS_DS,CLASSNAME,DEVC_STXD_BITMAP,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_BDS_DS,CLASSNAME,SAP_ICONS,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_BDS_DS,CLASSTYPE,OT,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_BDS_DS,ACTVT,01,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_BDS_DS,ACTVT,02,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_BDS_DS,ACTVT,03,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_BDS_DS,ACTVT,04,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_BDS_DS,ACTVT,05,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_BDS_DS,ACTVT,06,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_BDS_DS,ACTVT,24,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_BDS_DS,ACTVT,25,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_BDS_DS,ACTVT,30,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_BDS_DS,ACTVT,78,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_BDS_DS,ACTVT,82,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_BDS_DS,CLASSNAME,,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_BDS_DS,CLASSTYPE,BO,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_BDS_DS,CLASSTYPE,CL,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_BDS_DS,CLASSTYPE,OT,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_BDS_DS,ACTVT,03,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_BDS_DS,CLASSNAME,,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_BDS_DS,CLASSTYPE,,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_BTCH_ADM,BTCADMIN,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_BTCH_JOB,JOBACTION,DELE,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_BTCH_JOB,JOBACTION,LIST,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_BTCH_JOB,JOBACTION,PROT,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_BTCH_JOB,JOBACTION,RELE,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_BTCH_JOB,JOBACTION,SHOW,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_BTCH_JOB,JOBGROUP,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_BTCH_JOB,JOBACTION,,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_BTCH_JOB,JOBGROUP,,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_BTCH_NA1,BTCUNAME,,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_BTCH_NA1,PROGRAM,,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_C_FUNCT,ACTVT,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_C_FUNCT,CFUNCNAME,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_C_FUNCT,PROGRAM,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_CALENDAR,ACTVT,03,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_CPIC,ABAPFORM,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_CPIC,ACTVT,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_CPIC,CPICDEST,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_CPIC,PROGRAM,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_CTS_ADMI,CTS_ADMFCT,TABL,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_DATASET,ACTVT,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_DATASET,FILENAME,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_DATASET,PROGRAM,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_DATASET,ACTVT,33,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_DATASET,FILENAME,,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_DATASET,PROGRAM,LSABCU01,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_DATASET,PROGRAM,RSWATCH0,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_DEVELOP,ACTVT,03,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_DEVELOP,DEVCLASS,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_DEVELOP,OBJNAME,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_DEVELOP,OBJTYPE,SUSO,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_DEVELOP,P_GROUP,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_GUI,ACTVT,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_HIERARCH,ACTVT,03,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_HIERARCH,DEVCLASS,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_HIERARCH,TREE_TYPE,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_NUMBER,ACTVT,03,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_NUMBER,NROBJ,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_OC_DOC,ACTVT,24,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_OC_DOC,ACTVT,RS,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_OC_FOLCR,SECTION,,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_OC_ROLE,OFFADMI,,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_OC_SEND,COM_MODE,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_OC_SEND,NUMBER,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_OC_SEND,COM_MODE,,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_OC_SEND,NUMBER,,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_OC_TCD,OFFTCD,,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_OLE_CALL,ACTVT,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_OLE_CALL,OLE_APPL,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_OLE_CALL,PROGRAM,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_PROGNAM,P_ACTION,,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_PROGNAM,P_PROGNAM,RSBDCBTC,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_PROGNAM,P_ACTION,,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_PROGNAM,P_PROGNAM,,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_PROGRAM,P_ACTION,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_PROGRAM,P_GROUP,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_QUERY,ACTVT,02,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_QUERY,ACTVT,23,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_RFC,ACTVT,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_RFC,RFC_NAME,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_RFC,RFC_TYPE,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_RZL_ADM,ACTVT,,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_SCD0,ACTVT,08,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_SHLPEXT,F4ACCESS,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_SPO_ACT,SPOACTION,ATTR,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_SPO_ACT,SPOACTION,BASE,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_SPO_ACT,SPOACTION,DELE,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_SPO_ACT,SPOACTION,REDI,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_SPO_ACT,SPOACTION,REPR,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_SPO_ACT,SPOAUTH,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_SPO_DEV,SPODEVICE,%LOC,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_SPO_DEV,SPODEVICE,LOCL,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_SPO_DEV,SPODEVICE,SG*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_SPO_DEV,SPODEVICE,ZPDF,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_SPO_PAGE,SPODEVICE,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_SPO_PAGE,SPOPAGES,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_SYS_INFO,ACTVT,03,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_SYS_INFO,INFO,,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TABU_DIS,ACTVT,03,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TABU_DIS,DICBERCLS,&NC&,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TABU_DIS,DICBERCLS,SC,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TABU_DIS,DICBERCLS,SCE,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TABU_DIS,ACTVT,,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TABU_DIS,DICBERCLS,,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TABU_NAM,ACTVT,03,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TABU_NAM,TABLE,,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TCODE,TCD,%_GCADDF,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TCODE,TCD,SU50,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TCODE,TCD,SU51,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TCODE,TCD,SU52,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TCODE,TCD,SU55,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TCODE,TCD,SWUI,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TCODE,TCD,AL11,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TCODE,TCD,OADR,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TCODE,TCD,OAER,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TCODE,TCD,OAOR,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TCODE,TCD,OAWD,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TCODE,TCD,SBWP,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TCODE,TCD,SESS,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TCODE,TCD,SH01,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TCODE,TCD,SM35,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TCODE,TCD,SM36,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TCODE,TCD,SM37,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TCODE,TCD,SP01,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TCODE,TCD,SP02,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TCODE,TCD,SQ01,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TCODE,TCD,SU3,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TCODE,TCD,SU53,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TCODE,TCD,SU56,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TCODE,TCD,ZMR09,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TCODE,TCD,ZMR20,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TCODE,TCD,ZMR24,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TCODE,TCD,ZMR28,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TCODE,TCD,ZMR32,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TCODE,TCD,ZMR33,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TCODE,TCD,ZMR34,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TCODE,TCD,ZMR39,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TCODE,TCD,ZMR40,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TCODE,TCD,ZMR41,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TCODE,TCD,ZS01,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TCODE,TCD,ZS02,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TCODE,TCD,ZVR32,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TCODE,TCD,ZVR49,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TCODE,TCD,ZVR50,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TRANSLAT,ACTVT,02,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TRANSLAT,TLANGUAGE,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_TRANSLAT,TRANOBJ,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_USER_AGR,ACT_GROUP,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_USER_AGR,ACTVT,03,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_USER_AUT,ACTVT,03,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_USER_AUT,AUTH,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_USER_AUT,OBJECT,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_USER_GRP,ACTVT,03,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_USER_GRP,CLASS,1800,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_WEBGUI,ACTVT,AG,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_WFAR_OBJ,ACTVT,03,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_WFAR_OBJ,ACTVT,04,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_WFAR_OBJ,OAARCHIV,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_WFAR_OBJ,OADOKUMENT,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_WFAR_OBJ,OAOBJEKTE,*,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_WFAR_OBJ,ACTVT,01,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_WFAR_OBJ,ACTVT,02,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_WFAR_OBJ,ACTVT,03,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_WFAR_OBJ,ACTVT,04,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_WFAR_OBJ,ACTVT,06,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_WFAR_OBJ,ACTVT,70,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_WFAR_OBJ,OAARCHIV,,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_WFAR_OBJ,OADOKUMENT,,
WSLEE,ZSG_BS_OU.PRO,MEAP: Non-critical Basis Authorizations for MEAP Users,S_WFAR_OBJ,OAOBJEKTE,,
