Object Name,Text - Description,,,,,,,,,,,,,,,,,,,,
C_APO_VERS,APO Authorization Object: Planning Versions,,,,,,,,,,,,,,,,,,,,
C_APO_VTLB,Authorization Object APO: VMI Transport Load Builder,,,,,,,,,,,,,,,,,,,,
C_APO_XLSU,Authorizations for XLS Upload Screen,,,,,,,,,,,,,,,,,,,,
C_APPL_SOP,Sales and Operations Planning (SOP): Application,,,,,,,,,,,,,,,,,,,,
C_ARPL_ART,CIM: Work center category,,,,,,,,,,,,,,,,,,,,
C_ARPL_GT,Work Center Group Type,,,,,,,,,,,,,,,,,,,,
C_ARPL_OP,Order Operations across Plants and Work Centers,,,,,,,,,,,,,,,,,,,,
C_ARPL_WRK,CIM: Work center- plant,,,,,,,,,,,,,,,,,,,,
C_ATID,Authorization Check for Alert Type,,,,,,,,,,,,,,,,,,,,
C_AUTO_DPV,Automotive Dealer Portal: Functions,,,,,,,,,,,,,,,,,,,,
C_AUTO_DV,Digital Vehicle Mobility:Functions,,,,,,,,,,,,,,,,,,,,
C_AUTO_JIT,ISAUTO_JIT: Sequenced JIT Calls (seqJC),,,,,,,,,,,,,,,,,,,,
C_AUTO_VMF,TO BE DELETED,,,,,,,,,,,,,,,,,,,,
C_AUTO_VMS,Authorisation checks in VMS,,,,,,,,,,,,,,,,,,,,
C_AUT_TCD,Evaluation of Audit Trail: Check Transaction Codes,,,,,,,,,,,,,,,,,,,,
C_BACKFL,REM: Backflushing,,,,,,,,,,,,,,,,,,,,
C_BCKFLUSH,Automotive: Production Backflush,,,,,,,,,,,,,,,,,,,,
C_BFLS,REM: Backflushing in Repetitive Manufaucturing,,,,,,,,,,,,,,,,,,,,
C_BFLS_L,REM: Restricted Backflushing,,,,,,,,,,,,,,,,,,,,
C_BFLS_N,REM: Posting Reporting Point Backflush Later,,,,,,,,,,,,,,,,,,,,
C_BFLS_R,REM: Resetting Reporting Point Quantities,,,,,,,,,,,,,,,,,,,,
C_BUYOFF,MPE: Buy Off Execution,,,,,,,,,,,,,,,,,,,,
C_BUYOFFT,MPE:Buy off template,,,,,,,,,,,,,,,,,,,,
C_CABN,Authorization for Characteristics Maintenance,,,,,,,,,,,,,,,,,,,,
C_CABN_GRP,Authorization Group in Characteristic,,,,,,,,,,,,,,,,,,,,
C_CACL_DSG,Interface Design,,,,,,,,,,,,,,,,,,,,
C_CAPV_ANW,CAPP: Standard value calculation - application,,,,,,,,,,,,,,,,,,,,
C_CAPV_STA,CAPP: Standard value calculation - master data maintenance,,,,,,,,,,,,,,,,,,,,
C_CDB_ADM,Customer Data Browser: Administrator,,,,,,,,,,,,,,,,,,,,
C_CER_CAT,Manufacturing Certification Category,,,,,,,,,,,,,,,,,,,,
C_CFI_REC,SAP IBP Reconciliation,,,,,,,,,,,,,,,,,,,,
C_CF_QUEUE,Authorization Object to Display/Maintain CIF Queue Contents,,,,,,,,,,,,,,,,,,,,
C_CLAS_ERS,Replace Characteristic,,,,,,,,,,,,,,,,,,,,
C_CLAS_NRM,Load Standards Data,,,,,,,,,,,,,,,,,,,,
C_CLAS_UMS,Class Split/Merge,,,,,,,,,,,,,,,,,,,,
C_CLAS_UTI,Authorization for Class Utilities,,,,,,,,,,,,,,,,,,,,
C_CLA_PROF,Profile Maintenance/Assignment of Settings in Classification,,,,,,,,,,,,,,,,,,,,
C_CLMM,Mass Processing of Classifications,,,,,,,,,,,,,,,,,,,,
C_COCF_SRA,Shift Note/Report - Work Center,,,,,,,,,,,,,,,,,,,,
C_COCF_SRE,Schift Report - Equipment,,,,,,,,,,,,,,,,,,,,
C_COCF_SRF,Schift Report - Functional Location,,,,,,,,,,,,,,,,,,,,
C_COCF_SRH,Shift Note/Report - Work Center Hierarchy / Group,,,,,,,,,,,,,,,,,,,,
C_CONS_PGE,Consolidator Portal - Authorization object,,,,,,,,,,,,,,,,,,,,
C_COOPC1,OPC Interface: Access to OPC Items,,,,,,,,,,,,,,,,,,,,
C_COOPC2,OPC Interface: Access to Events and Alarms,,,,,,,,,,,,,,,,,,,,
C_CREC_WRK,PP-PI: Control Recipe - Plant,,,,,,,,,,,,,,,,,,,,
C_CREX_WRK,PP-PI: External Control Recipe Execution (PI-PCS),,,,,,,,,,,,,,,,,,,,
C_CRFH_BRG,CIM: Production resources/tools master - authorization group,,,,,,,,,,,,,,,,,,,,
C_CRPI_BER,PP-PI: Authorizations for PI Sheet,,,,,,,,,,,,,,,,,,,,
C_CSCR_ACT,PS: Activities for Flexible Detail Display,,,,,,,,,,,,,,,,,,,,
C_DEMAND,ProjectDemand,,,,,,,,,,,,,,,,,,,,
C_DIP_STDV,Standard Variants in Dynamic Item Processor,,,,,,,,,,,,,,,,,,,,
C_DML,MDF Object Type,,,,,,,,,,,,,,,,,,,,
C_DRAD_OBJ,Create/Change/Display/Delete Object Link,,,,,,,,,,,,,,,,,,,,
C_DRAW_APL,Authorization for Original Application File,,,,,,,,,,,,,,,,,,,,
C_DRAW_BGR,Authorization for authorization groups,,,,,,,,,,,,,,,,,,,,
C_DRAW_DOK,Authorization for document access,,,,,,,,,,,,,,,,,,,,
C_DRAW_MUP,Authorization for Markups,,,,,,,,,,,,,,,,,,,,
C_DRAW_STA,Authorization for document status,,,,,,,,,,,,,,,,,,,,
C_DRAW_TCD,Authorization for document activities,,,,,,,,,,,,,,,,,,,,
C_DRAW_TCS,Status-Dependent Authorizations for Documents,,,,,,,,,,,,,,,,,,,,
C_DRZA_TCD,Document Distribution: Authorization for Recipient Lists,,,,,,,,,,,,,,,,,,,,
C_DRZI_TCD,Document Distribution: Authorization for Distribution Order,,,,,,,,,,,,,,,,,,,,
C_DT_CNV,Data Transformation Applications,,,,,,,,,,,,,,,,,,,,
C_DT_FND,Data Transformation Foundation,,,,,,,,,,,,,,,,,,,,
C_EHSB_REG,Authorization Check for Compliance Check,,,,,,,,,,,,,,,,,,,,
C_EHSB_SCP,EHS: Authorization Object for General Scope of Application,,,,,,,,,,,,,,,,,,,,
C_EHSB_STA,Status of Objects,,,,,,,,,,,,,,,,,,,,
C_EHSD_EXC,Authorization Maintenance/DG Exception Assignment,,,,,,,,,,,,,,,,,,,,
C_EHSD_SDC,Authorization for Maintaining Dyn. Classification Data,,,,,,,,,,,,,,,,,,,,
C_EHSD_SDP,Authorization for DG Data Maintenance in DG Doc. Table,,,,,,,,,,,,,,,,,,,,
C_EHSD_SDV,Authorization - DG Packaging for Handling Unit,,,,,,,,,,,,,,,,,,,,
C_EHSD_SDX,Additional Data for Dangerous Goods,,,,,,,,,,,,,,,,,,,,
C_EHSG_MP1,Label Printing,,,,,,,,,,,,,,,,,,,,
C_EHSG_PRA,Edit Print Requests in GLM,,,,,,,,,,,,,,,,,,,,
C_EHSG_WB,Function Workbench,,,,,,,,,,,,,,,,,,,,
C_EHSO_GRP,Group Management for EHS Object,,,,,,,,,,,,,,,,,,,,
C_EHSP_TPP,EHS: Phrase Item,,,,,,,,,,,,,,,,,,,,
C_EHSRC_SV,Substance Volume Tracking,,,,,,,,,,,,,,,,,,,,
C_EHSR_TPL,EHS: Authorizations for Editing Report Templates,,,,,,,,,,,,,,,,,,,,
C_EHSS_CDE,Display Change Documents,,,,,,,,,,,,,,,,,,,,
C_EHSU_SVC,Utilities - Service Administration,,,,,,,,,,,,,,,,,,,,
C_EHS_BLK,EHS: Locked Personal Data,,,,,,,,,,,,,,,,,,,,
C_EKORG,Transfer of Purchasing Organization Data,,,,,,,,,,,,,,,,,,,,
C_ENG_SNP,Engineering Snapshot,,,,,,,,,,,,,,,,,,,,
C_ETOPROBJ,ETO Process Object Authorization Objects,,,,,,,,,,,,,,,,,,,,
C_EVAL_WRK,PP-PI: Process Message Evaluation / Evaluation Versions,,,,,,,,,,,,,,,,,,,,
C_FVER_WRK,PP-PI: Production Version - Plant,,,,,,,,,,,,,,,,,,,,
C_HLP_ADM,Handling Large Projects Administration,,,,,,,,,,,,,,,,,,,,
C_HU_PROD,Packing in Production (HU Creation),,,,,,,,,,,,,,,,,,,,
C_ICH_USER,SNC User Authorization,,,,,,,,,,,,,,,,,,,,
C_IWP_LO,ILM: Handle AIS files,,,,,,,,,,,,,,,,,,,,
C_JIT_CALL,PP-FLW JIT Calls,,,,,,,,,,,,,,,,,,,,
C_JIT_OUT,IS-A-JIT: JIT Outbound Calls,,,,,,,,,,,,,,,,,,,,
C_KANBAN,PP Kanban Processing,,,,,,,,,,,,,,,,,,,,
C_KAPA_ABG,CIM: Capacity leveling,,,,,,,,,,,,,,,,,,,,
C_KAPA_BRG,CIM: Capacity authorization group,,,,,,,,,,,,,,,,,,,,
C_KAPA_PLA,CIM: Capacity planning,,,,,,,,,,,,,,,,,,,,
C_KLAH_BKL,Authorization for Classification,,,,,,,,,,,,,,,,,,,,
C_KLAH_BKP,Authorization for Class Maintenance,,,,,,,,,,,,,,,,,,,,
C_KLAH_BSE,Authorization for Finding Objects,,,,,,,,,,,,,,,,,,,,
C_LIME_DOC,LIME Document Check,,,,,,,,,,,,,,,,,,,,
C_LIME_HU,LIME Handling Unit,,,,,,,,,,,,,,,,,,,,
C_LIME_LOC,LIME Location,,,,,,,,,,,,,,,,,,,,
C_LIME_SI,LIME Stock Item,,,,,,,,,,,,,,,,,,,,
C_LINE,LD: Processing Lines,,,,,,,,,,,,,,,,,,,,
C_LIPI_DOC,Phys. Inventory: Authorization Check of Calling Application,,,,,,,,,,,,,,,,,,,,
C_LL_TGT,Target of a Logical Link In The UI Framewrk of WebClient,,,,,,,,,,,,,,,,,,,,
C_LOCM_FOL,Configuration Management - Authorization for the prod.folder,,,,,,,,,,,,,,,,,,,,
C_LOCM_MAN,Configuration Management - Extended authorization manager,,,,,,,,,,,,,,,,,,,,
C_LOVC_DBI,Variant Table - Link to Database Table,,,,,,,,,,,,,,,,,,,,
C_LOVC_DEP,Dependency Maintenance,,,,,,,,,,,,,,,,,,,,
C_LOVC_DSG,Interface Design,,,,,,,,,,,,,,,,,,,,
C_LOVC_FUN,Variant Function,,,,,,,,,,,,,,,,,,,,
C_LOVC_KBO,Knowledge-Base Object,,,,,,,,,,,,,,,,,,,,
C_LOVC_RTV,Runtime Version of Knowledge Base for SCE,,,,,,,,,,,,,,,,,,,,
C_LOVC_TAB,Variant Table - Structure,,,,,,,,,,,,,,,,,,,,
C_LOVC_TCN,Variant Table - Contents,,,,,,,,,,,,,,,,,,,,
C_LO_CM,Authorization Object for CM - Configuration Management,,,,,,,,,,,,,,,,,,,,
C_LO_HU,Handling Units - authorizations per Plant,,,,,,,,,,,,,,,,,,,,
C_LO_TM,Authorization Object - ERP -TM Order Integration,,,,,,,,,,,,,,,,,,,,
C_MD_HIER,Authorization Object Supply Chain Unit Hierarchy,,,,,,,,,,,,,,,,,,,,
C_MD_SCU,Authorization Object: Supply Chain Unit,,,,,,,,,,,,,,,,,,,,
C_MESS_WRK,PP-PI: Process Messages - Plant,,,,,,,,,,,,,,,,,,,,
C_MLST_BGR,PS: Milestones (Authorization Group),,,,,,,,,,,,,,,,,,,,
C_MPE_ACTS,PEO Action Settings,,,,,,,,,,,,,,,,,,,,
C_MPE_ASCR,Component Assembly Correction,,,,,,,,,,,,,,,,,,,,
C_MPE_CER,Manufacturing Certification,,,,,,,,,,,,,,,,,,,,
C_MPE_CFAV,PEO: Shared Copy Templates,,,,,,,,,,,,,,,,,,,,
C_MPE_GNLG,PEO Genealogy,,,,,,,,,,,,,,,,,,,,
C_MPE_HOLD,Production Hold,,,,,,,,,,,,,,,,,,,,
C_MPE_MROB,Manufacturing Reference Object,,,,,,,,,,,,,,,,,,,,
C_MPE_MRS,Manufacturing Reference Structure,,,,,,,,,,,,,,,,,,,,
C_MPE_PROJ,Projects for Major Assemblies and Installation kits,,,,,,,,,,,,,,,,,,,,
C_MPE_QUAL,Manufacturing HR Qualifications,,,,,,,,,,,,,,,,,,,,
C_MPE_ST,Manufacturing Standard Text (obsolete),,,,,,,,,,,,,,,,,,,,
C_MPE_TTU,Track Tool Usage,,,,,,,,,,,,,,,,,,,,
C_MPE_UPRO,MPE : User Profile,,,,,,,,,,,,,,,,,,,,
C_NAV_PROF,Navigation Profile,,,,,,,,,,,,,,,,,,,,
C_NETID_AU,Authorization Object for Network ID,,,,,,,,,,,,,,,,,,,,
C_NTEID_AU,Authorization object for network id,,,,,,,,,,,,,,,,,,,,
C_OAI_PLAN,Plan Operation Activity Execution,,,,,,,,,,,,,,,,,,,,
C_OA_EXEC,Execute Operation Activity,,,,,,,,,,,,,,,,,,,,
C_OPM_PP,(Deprecated) Authorization Object OPM Planning,,,,,,,,,,,,,,,,,,,,
C_PCMP,PP-PI: Production Campaign,,,,,,,,,,,,,,,,,,,,
C_PDC,Communication With External Applications,,,,,,,,,,,,,,,,,,,,
C_PGUI_ADM,Authorization for iPPE Workbench Administration,,,,,,,,,,,,,,,,,,,,
C_PIC_OBJ,,,,,,,,,,,,,,,,,,,,,
C_PLAN_SOP,Sales and Operations Planning (SOP): Version,,,,,,,,,,,,,,,,,,,,
C_PLKO_PLG,PS: Planner Groups for Standard Networks,,,,,,,,,,,,,,,,,,,,
C_PMPID,Authorization Check for Alert-Based Rating Profile,,,,,,,,,,,,,,,,,,,,
C_POI,Authorization Object for Production Optimization Interface,,,,,,,,,,,,,,,,,,,,
C_PPBD,Authorizations for Planned Independent Requirements,,,,,,,,,,,,,,,,,,,,
C_PPBD_REO,Demand Management Reorg. - Activities,,,,,,,,,,,,,,,,,,,,
C_PPE_ARC,Authorization Object for Archiving Selection,,,,,,,,,,,,,,,,,,,,
C_PPE_FOBJ,iPPE: Assignment to Focus Master Record,,,,,,,,,,,,,,,,,,,,
C_PPE_INST,iPPE Geometric Instances,,,,,,,,,,,,,,,,,,,,
C_PPE_MPL,Authorization for Conversion Report of PVS to MPL,,,,,,,,,,,,,,,,,,,,
C_PPE_PAID,iPPE Alternative: External Key,,,,,,,,,,,,,,,,,,,,
C_PPE_PFTY,iPPE: Focus Master Record,,,,,,,,,,,,,,,,,,,,
C_PPE_PS,iPPE: PS -iPPE Interface (Component Assignment),,,,,,,,,,,,,,,,,,,,
C_PPE_PSI,iPPE: PS -iPPE Interface (Interface),,,,,,,,,,,,,,,,,,,,
C_PPE_PSIF,iPPE: PS -iPPE Interface (Component Assignment),,,,,,,,,,,,,,,,,,,,
C_PPE_PSOB,iPPE: PS Assignment to iPPE Object,,,,,,,,,,,,,,,,,,,,
C_PRJBLGEL,PS: Authorization strategy for Project Billing Element,,,,,,,,,,,,,,,,,,,,
C_PRJBLGRQ,PS: Authorization for project billing request,,,,,,,,,,,,,,,,,,,,
C_PRLG_WRK,PP-PI: Entry in Process Message Record,,,,,,,,,,,,,,,,,,,,
C_PROCCHAR,PP-PI: Ext. Access to Message/Instruction Characteristics,,,,,,,,,,,,,,,,,,,,
C_PROG_TR,Progress Tracking for Components,,,,,,,,,,,,,,,,,,,,
C_PROJ_ADM,PS: Administration Authorization for specific reports,,,,,,,,,,,,,,,,,,,,
C_PROJ_KOK,PS: Controlling Area for Project Definition,,,,,,,,,,,,,,,,,,,,
C_PROJ_PRC,PS: Profit center for project definition,,,,,,,,,,,,,,,,,,,,
C_PROJ_PUR,PS: Project Procurement Authorizations,,,,,,,,,,,,,,,,,,,,
C_PROJ_TCD,PS: Transaction-Specific Authorizations in Project System,,,,,,,,,,,,,,,,,,,,
C_PROJ_VNR,PS: Project Manager for Project Definition,,,,,,,,,,,,,,,,,,,,
C_PROMAN,Project-Oriented Procurement,,,,,,,,,,,,,,,,,,,,
C_PRPS_ART,PS: Project type authorization for WBS elements,,,,,,,,,,,,,,,,,,,,
C_PRPS_KOK,PS: Controlling Area Authorization for WBS elements,,,,,,,,,,,,,,,,,,,,
C_PRPS_KST,PS: Cost Center Authorization for WBS elements,,,,,,,,,,,,,,,,,,,,
C_PRPS_LS,PS: Lean Staffing Assignment Authorisation,,,,,,,,,,,,,,,,,,,,
C_PRPS_PRC,PS: Profit Center Authorization for WBS elements,,,,,,,,,,,,,,,,,,,,
C_PRPS_USR,PS: Model for User Field Authorization for WBS elements,,,,,,,,,,,,,,,,,,,,
C_PRPS_VNR,PS: Project Manager Authorization for WBS elements,,,,,,,,,,,,,,,,,,,,
C_PSCVP_DB,Authorization to display or block personal data,,,,,,,,,,,,,,,,,,,,
C_PSTX_ART,PS: Text Type Authorization for PS Texts,,,,,,,,,,,,,,,,,,,,
C_PS_PBS,Authorization object for project based services,,,,,,,,,,,,,,,,,,,,
C_PVS_GRID,Authorization for Displaying/Changing iPPE Table Fields,,,,,,,,,,,,,,,,,,,,
C_PVS_NOH,iPPE authorization to edit historical objects w/out chg no.,,,,,,,,,,,,,,,,,,,,
C_PVS_PAID,iPPE Alternative: External Key,,,,,,,,,,,,,,,,,,,,
C_PVS_PATY,iPPE Alternative: Type,,,,,,,,,,,,,,,,,,,,
C_PVS_PNID,iPPE Nodes: External Key,,,,,,,,,,,,,,,,,,,,
C_PVS_PNTY,iPPE Nodes: Type,,,,,,,,,,,,,,,,,,,,
C_PVS_PVID,iPPE Variant: External Key,,,,,,,,,,,,,,,,,,,,
C_PVS_PVTY,iPPE Variant: Type,,,,,,,,,,,,,,,,,,,,
C_PVS_STR,PVS Node Structure,,,,,,,,,,,,,,,,,,,,
C_PVS_VAR,PVS Component Variant,,,,,,,,,,,,,,,,,,,,
C_RESB_TRM,PS: Monitoring Dates for Components,,,,,,,,,,,,,,,,,,,,
C_RMSF_DVW,RM-FRM: Formula Views,,,,,,,,,,,,,,,,,,,,
C_RMSF_MOD,RM-FRM: Formula Modeling,,,,,,,,,,,,,,,,,,,,
C_RMSLWUI,Authorization Check for Label,,,,,,,,,,,,,,,,,,,,
C_RMSL_LBL,Authorization Check for Label,,,,,,,,,,,,,,,,,,,,
C_RMSR_BB_,Building Blocks,,,,,,,,,,,,,,,,,,,,
C_RMSR_CR_,Calculation Rules in Process Parameters,,,,,,,,,,,,,,,,,,,,
C_RMSR_RC_,Access to Recipes,,,,,,,,,,,,,,,,,,,,
C_RMSR_RS_,Change Recipe Status,,,,,,,,,,,,,,,,,,,,
C_RMST_LAY,Managing Output Layouts,,,,,,,,,,,,,,,,,,,,
C_RMS_MCH,Authorization for Mass Changes to Data,,,,,,,,,,,,,,,,,,,,
C_RMX_CI,Trial Management: Access to Customer-Specific Fields,,,,,,,,,,,,,,,,,,,,
C_RMX_TASK,Monitor Tasks in Trial Management,,,,,,,,,,,,,,,,,,,,
C_RMX_TRIA,Authorization Check for Trials,,,,,,,,,,,,,,,,,,,,
C_ROUT,Authorizations for Routings,,,,,,,,,,,,,,,,,,,,
C_ROUT_MAT,Update Material Master from Routings,,,,,,,,,,,,,,,,,,,,
C_SAFK,REM: Repetitive Manufacturing,,,,,,,,,,,,,,,,,,,,
C_SCMBS_CA,SCMB Scheduling Authorization Object: Calendar,,,,,,,,,,,,,,,,,,,,
C_SCMBS_DD,SCMB Scheduling: Delete Log Data,,,,,,,,,,,,,,,,,,,,
C_SCP_DCPL,Demand Coordination Planning Level Transaction Authorization,,,,,,,,,,,,,,,,,,,,
C_SCP_HIER,Hierarchy Delete transaction CSCPHIEDEL info structure check,,,,,,,,,,,,,,,,,,,,
C_SCP_METH,Demand Coordination tran CSCPDC3 supplementation method defn,,,,,,,,,,,,,,,,,,,,
C_SCP_MOD,Supply Chain Planning: Planning authorization for a model,,,,,,,,,,,,,,,,,,,,
C_SCP_MODC,Model Characteristics Authorization Object.,,,,,,,,,,,,,,,,,,,,
C_SCP_MODL,Demand Coordination transaction CSCPDC5 planning model check,,,,,,,,,,,,,,,,,,,,
C_SCP_MODR,Assigning Resource Allocation Hierarchies to Planning Models,,,,,,,,,,,,,,,,,,,,
C_SCP_RAHC,Copy Available Capacity to a Resource Allocation Hierarchy.,,,,,,,,,,,,,,,,,,,,
C_SEQUENCE,LASP: Sequencing,,,,,,,,,,,,,,,,,,,,
C_SFO_ACTN,Shop Floor Order Execution Action,,,,,,,,,,,,,,,,,,,,
C_SGTSETUP,Auth. Object for Segmentation Setup,,,,,,,,,,,,,,,,,,,,
C_SGT_DEFT,Authorization object for default segmentation maintenance,,,,,,,,,,,,,,,,,,,,
C_SGT_MNTN,Authorization object for Product Segmentation Structure,,,,,,,,,,,,,,,,,,,,
C_SHEB_TWL,BOMBOS - Worklist Table,,,,,,,,,,,,,,,,,,,,
C_SHEP_TPG,EHS: Phrase Library and Phrase Group,,,,,,,,,,,,,,,,,,,,
C_SHEP_TPP,EHS: ** obsolete **,,,,,,,,,,,,,,,,,,,,
C_SHER_TD2,Reports with Specification Type,,,,,,,,,,,,,,,,,,,,
C_SHER_TDH,Reports,,,,,,,,,,,,,,,,,,,,
C_SHES_DOC,Import of Documents,,,,,,,,,,,,,,,,,,,,
C_SHES_RUL,EH&S Expert Rule Sets,,,,,,,,,,,,,,,,,,,,
C_SHES_TD2,Value Assignment Usage with Specification Type,,,,,,,,,,,,,,,,,,,,
C_SHES_TDU,Specification Value Assignment Usage,,,,,,,,,,,,,,,,,,,,
C_SHES_TR2,Specification Header with Specification Type,,,,,,,,,,,,,,,,,,,,
C_SHES_TRH,Specification Header,,,,,,,,,,,,,,,,,,,,
C_SHES_TS2,Specification Status with Specification Type,,,,,,,,,,,,,,,,,,,,
C_SHES_TST,Specification Status,,,,,,,,,,,,,,,,,,,,
C_SHES_TV2,Value Assgmt with Reference to a Spec. with Spec. Type,,,,,,,,,,,,,,,,,,,,
C_SHES_TVH,Specification Value Assgmt with Reference to a Spec.,,,,,,,,,,,,,,,,,,,,
C_SIGN,Authorization for Digital Signature,,,,,,,,,,,,,,,,,,,,
C_SIGN_BGR,Authorization Group for Digital Signature,,,,,,,,,,,,,,,,,,,,
C_SIMU_BGR,PS: Simulation (Authorization Group),,,,,,,,,,,,,,,,,,,,
C_SIT2INST,Situation Instances,,,,,,,,,,,,,,,,,,,,
C_SIT2TYPE,Situation Types (incl. Situation Scenarios and Templates),,,,,,,,,,,,,,,,,,,,
C_SITDEF,"Situation Definition by Definition ID, Group or Template",,,,,,,,,,,,,,,,,,,,
C_SITINST,"Situation Instance by Definition ID, Group or Template",,,,,,,,,,,,,,,,,,,,
C_SITNACT,Situation Instance Activities,,,,,,,,,,,,,,,,,,,,
C_SITNDCX,Situation Data Context,,,,,,,,,,,,,,,,,,,,
C_SITNDEF,Situation Definition,,,,,,,,,,,,,,,,,,,,
C_SITNINST,Situation Instance,,,,,,,,,,,,,,,,,,,,
C_SNC_PRT,Authorization Check for Business Partner,,,,,,,,,,,,,,,,,,,,
C_SPEC_BGR,Specification System: Authorization Object,,,,,,,,,,,,,,,,,,,,
C_STDTEXT,Manufacturing Standard Text,,,,,,,,,,,,,,,,,,,,
C_STUE_BER,CS BOM Authorizations,,,,,,,,,,,,,,,,,,,,
C_STUE_MAI,CS Authorization to change BOMs that are maintenance mode,,,,,,,,,,,,,,,,,,,,
C_STUE_MAS,CS BOMs - Mass changes,,,,,,,,,,,,,,,,,,,,
C_STUE_NOH,CS Authorization to process BOMs without a change number,,,,,,,,,,,,,,,,,,,,
C_STUE_WRK,CS BOM Plant (Plant Assignments),,,,,,,,,,,,,,,,,,,,
C_STXT_WRK,Manufacturing Standard Text - Plant,,,,,,,,,,,,,,,,,,,,
C_ST_CAT,Manufacturing Standard Category,,,,,,,,,,,,,,,,,,,,
C_SYNCCMIS,Synchronize documents and BO from CMIS repository to S/4HANA,,,,,,,,,,,,,,,,,,,,
C_TCLA_BKA,Authorization for Class Types,,,,,,,,,,,,,,,,,,,,
C_TCLS_BER,Authorization for Org. Areas in Classification System,,,,,,,,,,,,,,,,,,,,
C_TCLS_MNT,Authorization for Characteristics of Org. Area,,,,,,,,,,,,,,,,,,,,
C_TRAN,PP-PI: Transfer of Orders from Higher-Level Systems,,,,,,,,,,,,,,,,,,,,
C_TREX_ADM,Cache and Draft Administration,,,,,,,,,,,,,,,,,,,,
C_TXX_TF,DARTX: Generate Data Extracts,,,,,,,,,,,,,,,,,,,,
C_TXX_TV,DARTX: Generate Data View,,,,,,,,,,,,,,,,,,,,
C_TXX_TVC,DARTX: Maintain Data View,,,,,,,,,,,,,,,,,,,,
C_UNDO,Special Authorization for Transaction CLUNDO,,,,,,,,,,,,,,,,,,,,
C_VA02_CHK,Special authorization check for VA02 usability,,,,,,,,,,,,,,,,,,,,
C_VARLIST,Authorization for Objects in Variable Lists,,,,,,,,,,,,,,,,,,,,
C_VCM_INST,Value Chain Management Instances,,,,,,,,,,,,,,,,,,,,
C_VC_MODEL,Variant Configuration - Object Dependencies,,,,,,,,,,,,,,,,,,,,
C_VERS_ACT,PS: Activities for Project Versions,,,,,,,,,,,,,,,,,,,,
C_VE_TXS_T,Tax Service Integration: Display Trace Auth. object,,,,,,,,,,,,,,,,,,,,
C_VKORG,Transfer of Sales Organization Data,,,,,,,,,,,,,,,,,,,,
C_WRFCHVAL,Authorization: Characteristic Value Maintenance,,,,,,,,,,,,,,,,,,,,
C_WTY_ACT,Warranty: Actions,,,,,,,,,,,,,,,,,,,,
C_WTY_CLM,Claim Processing Authorisation Object -Manage Claims,,,,,,,,,,,,,,,,,,,,
C_WTY_OBJ,Warranty: Process Object,,,,,,,,,,,,,,,,,,,,
C_WTY_STAT,Warranty: Status,,,,,,,,,,,,,,,,,,,,
DC_OBJECT,Data Cleansing,,,,,,,,,,,,,,,,,,,,
DFS_ALL_PL,Allowance Plan,,,,,,,,,,,,,,,,,,,,
DFS_ALL_PR,Allowance Request,,,,,,,,,,,,,,,,,,,,
DFS_ALP_S,Authority object for status handling in Allowance Plan,,,,,,,,,,,,,,,,,,,,
DFS_ASGMTS,Authority object for status handling in assignment framework,,,,,,,,,,,,,,,,,,,,
DFS_ASSGM1,Authority object used for Assignments including Profiles,,,,,,,,,,,,,,,,,,,,
DFS_ASSGMS,Authority object used for Assignments Source Type,,,,,,,,,,,,,,,,,,,,
DFS_ASSGMT,Authority object used for Assignments,,,,,,,,,,,,,,,,,,,,
DFS_CAPMET,Defense Mission Essential Task List,,,,,,,,,,,,,,,,,,,,
DFS_CAP_CO,Capability Object,,,,,,,,,,,,,,,,,,,,
DFS_CAP_CS,Capability Statements,,,,,,,,,,,,,,,,,,,,
DFS_CAP_S,Authority object for status handling in object Capabilities,,,,,,,,,,,,,,,,,,,,
DFS_CON_PR,Authority Object for Context Based Profile,,,,,,,,,,,,,,,,,,,,
DFS_FE_CON,Authorization Object for PLOG_CON enablement,,,,,,,,,,,,,,,,,,,,
DFS_FE_SNT,Authorization object for Sensitivity,,,,,,,,,,,,,,,,,,,,
DFS_FE_SPR,Authorization object for Sensitivity Priority field in FE Ap,,,,,,,,,,,,,,,,,,,,
DFS_FMPO_A,Authorization Objects for Assignment of Accompanying Parts,,,,,,,,,,,,,,,,,,,,
DFS_FMPO_C,Authorization Objects for the FMPO Creationactvt,,,,,,,,,,,,,,,,,,,,
DFS_FMPO_H,Maintain FMPO Hierarchy,,,,,,,,,,,,,,,,,,,,
DFS_FMPO_M,FMPO Authorization objects for Assignment of Models,,,,,,,,,,,,,,,,,,,,
DFS_FMPO_P,Authorization Objects for the FMPO and Authorization Profile,,,,,,,,,,,,,,,,,,,,
DFS_FMPO_S,Authority object for status handling in object FMPO,,,,,,,,,,,,,,,,,,,,
DFS_METL_S,Authority object for status handling in object METL,,,,,,,,,,,,,,,,,,,,
DFS_MODEL,Authorization Object for Defense Modeling Canvas,,,,,,,,,,,,,,,,,,,,
DFS_MODELS,Authority object for status handling in DFS Modeling Canvas,,,,,,,,,,,,,,,,,,,,
DFS_ORGM,Authority Object for Organizational Measure,,,,,,,,,,,,,,,,,,,,
DFS_PERS,Auth object for Personnel,,,,,,,,,,,,,,,,,,,,
DFS_PLTFRM,Authorization object for Platform Code,,,,,,,,,,,,,,,,,,,,
