Object Name,Text - Description,,,,,,,,,,,,,,,,,,,,
I_VVMH_VTR,FS-CD: Auth. Object for Contract-Rel. Dunning History,,,,,,,,,,,,,,,,,,,,
I_VVRB_BUK,FS-CD: Legal Relationship in Account,,,,,,,,,,,,,,,,,,,,
I_VVRFC,FS-CD: RFC Functions,,,,,,,,,,,,,,,,,,,,
I_VVSO_BEG,FS-CD: Debit Entry - Office Authorization,,,,,,,,,,,,,,,,,,,,
I_VVSO_BUK,FS-CD: Debit Entry - Company Code Authorization,,,,,,,,,,,,,,,,,,,,
I_VVSO_GSB,FS-CD: Debit Entry - Business Area Authorization,,,,,,,,,,,,,,,,,,,,
I_VVSO_PRG,FS-CD: Debit Entry - Product Group Authorization,,,,,,,,,,,,,,,,,,,,
I_VVVK_ANL,FS-CD: Create and Change Contract Accts,,,,,,,,,,,,,,,,,,,,
I_VVVK_INF,FS-CD: Contract Account Information,,,,,,,,,,,,,,,,,,,,
I_VV_AAS,FS-CD: Clearing for Oldest Debt,,,,,,,,,,,,,,,,,,,,
I_VV_IC,Authorization Info Container,,,,,,,,,,,,,,,,,,,,
I_WCUSE,WCM: Use of WCM Object,,,,,,,,,,,,,,,,,,,,
I_WKSTATUS,MPD: Auth to run the Work Status reporting mode,,,,,,,,,,,,,,,,,,,,
I_WPS_MEB,WPS: Maintenance Event Builder,,,,,,,,,,,,,,,,,,,,
I_WPS_REV,WPS: Revision authorization object,,,,,,,,,,,,,,,,,,,,
J1IRAIN,Article Inward Note,,,,,,,,,,,,,,,,,,,,
J3RF_CTS,Currency Transaction Statement Maintenance,,,,,,,,,,,,,,,,,,,,
J3RF_FLOB1,Auth for objects with hierarchy document storage,,,,,,,,,,,,,,,,,,,,
J3RF_FLOT1,Auth for objects with hierarchy document type,,,,,,,,,,,,,,,,,,,,
J3RF_SPD,Support Document form Maintenance,,,,,,,,,,,,,,,,,,,,
J3RF_VATCR,VAT Clarification request processing,,,,,,,,,,,,,,,,,,,,
J3RL_NOTIC,Aut for Notice operations,,,,,,,,,,,,,,,,,,,,
J3RM_RN,Registration Number Creation and Processing,,,,,,,,,,,,,,,,,,,,
JIT_CUSTMR,JIT Supply to Customer: JIT Customers,,,,,,,,,,,,,,,,,,,,
JIT_DSG,JIT Supply to Customer: Delivery Sequence Group,,,,,,,,,,,,,,,,,,,,
JIT_PCKGID,JIT: Authorization for Building Package Units,,,,,,,,,,,,,,,,,,,,
JIT_PGD,JIT Supply to Customer: Package Group Specification,,,,,,,,,,,,,,,,,,,,
JIT_S2C_CR,JIT Supply to Customer: JIT Calls,,,,,,,,,,,,,,,,,,,,
JIT_S2C_DC,JIT Supply to Customer: Delivery Confirmation,,,,,,,,,,,,,,,,,,,,
JIT_S2P,JIT Supply To Production : Authorizations for the JIT Calls,,,,,,,,,,,,,,,,,,,,
JIT_S2P_CC,JIT Supply to Production: Authorization for Control Cycles,,,,,,,,,,,,,,,,,,,,
JIT_SC,JIT Supply to Customer: JIT Supply Control,,,,,,,,,,,,,,,,,,,,
J_11SALREG,Authorization for Sales Register,,,,,,,,,,,,,,,,,,,,
J_1ACAE,Authorization object for Argentina Electronic Invoice (AEI),,,,,,,,,,,,,,,,,,,,
J_1ACONT,Authorization Object for argentina web service,,,,,,,,,,,,,,,,,,,,
J_1AECONT,AR:Authorization for Contigency(Export),,,,,,,,,,,,,,,,,,,,
J_1A_AFIP,Authorization object for argentina web service(Send to AFIP),,,,,,,,,,,,,,,,,,,,
J_1A_ARCH,Authorization object for AR WS  Archiving,,,,,,,,,,,,,,,,,,,,
J_1A_EAFIP,Authorization object for argentina ws export(send to AFIP),,,,,,,,,,,,,,,,,,,,
J_1A_EARCH,Authorization Object For AR WS Archiving,,,,,,,,,,,,,,,,,,,,
J_1A_EODN,Authorization Object For Argentina WS Export(Get Last ODN),,,,,,,,,,,,,,,,,,,,
J_1A_ODN,Authorization Object for Argentin Web service(Get Last ODN),,,,,,,,,,,,,,,,,,,,
J_1GSAC,Special authorization checks of Hellenization,,,,,,,,,,,,,,,,,,,,
J_1I57AE,Authorization object for 57AE report,,,,,,,,,,,,,,,,,,,,
J_1I57F_4,Authorization object for 57F4 posting transaction,,,,,,,,,,,,,,,,,,,,
J_1IAADEP,Authorizaton object for Income Tax depreciation - India,,,,,,,,,,,,,,,,,,,,
J_1IAR,Authorizaton object for classic - Annual Returns,,,,,,,,,,,,,,,,,,,,
J_1IARE_ME,Authorization object for area menu transaction,,,,,,,,,,,,,,,,,,,,
J_1IASSET,Authorization for new Assets,,,,,,,,,,,,,,,,,,,,
J_1IA_POSO,Authorization object for Amend PO's SO's transaction,,,,,,,,,,,,,,,,,,,,
J_1ICAPGD1,Authorization for capital goods assets/ consumables,,,,,,,,,,,,,,,,,,,,
J_1ICAP_GD,Authorization object for capital goods transaction,,,,,,,,,,,,,,,,,,,,
J_1ICLACER,Authorizaton object for classic - Certificate,,,,,,,,,,,,,,,,,,,,
J_1ICLATDS,Authorizaton object for classic - TDS Post,,,,,,,,,,,,,,,,,,,,
J_1ICWIZ,Health Check,,,,,,,,,,,,,,,,,,,,
J_1IDEP_S1,Enhanced Authorization object for depot sale transaction,,,,,,,,,,,,,,,,,,,,
J_1IDEP_SL,Authorization object for depot sale transaction,,,,,,,,,,,,,,,,,,,,
J_1IDNLD,Authorization object for Download,,,,,,,,,,,,,,,,,,,,
J_1IEBILL,Authorization Object for Eway Bill Report,,,,,,,,,,,,,,,,,,,,
J_1IEWPOCR,Excise invoice without PO create,,,,,,,,,,,,,,,,,,,,
J_1IEWPOVP,Authorization object for Excise without PO - Verify,,,,,,,,,,,,,,,,,,,,
J_1IEWTBCH,Authorizaton object for EWT - Bank Challan,,,,,,,,,,,,,,,,,,,,
J_1IEWTCER,Authorization check for Certificate Printing- EWT,,,,,,,,,,,,,,,,,,,,
J_1IEWTCHL,Authorization Object for Challan Updation-EWT,,,,,,,,,,,,,,,,,,,,
J_1IEWTJV,Authorization check for JV,,,,,,,,,,,,,,,,,,,,
J_1IEWTMIS,Authorisation for MIS Report,,,,,,,,,,,,,,,,,,,,
J_1IEWTPR,Authorization check for SR/IR Provisions- EWT,,,,,,,,,,,,,,,,,,,,
J_1IEWT_AR,Authorisation Object for Annual Returns -  Ext. With. Tax,,,,,,,,,,,,,,,,,,,,
J_1IEWT_HC,health check for Migration to EWT,,,,,,,,,,,,,,,,,,,,
J_1IEXCJV1,Excise Invoice,,,,,,,,,,,,,,,,,,,,
J_1IEXC_CR,Authorization object for Excise Invoice Create,,,,,,,,,,,,,,,,,,,,
J_1IEXC_IV,Authorization object for excise invoice posting transaction,,,,,,,,,,,,,,,,,,,,
J_1IEXC_JV,Authorization object for Excise JV transaction,,,,,,,,,,,,,,,,,,,,
J_1IEXC_OT,Authorization object for Other Excise Invoice Create,,,,,,,,,,,,,,,,,,,,
J_1IEXC_RT,Authorization object for maintain excise rate transaction,,,,,,,,,,,,,,,,,,,,
J_1IEXPRN,Authorization object for printing excise invoice,,,,,,,,,,,,,,,,,,,,
J_1IEX_PST,Autorization object for posting Other Excise invoice,,,,,,,,,,,,,,,,,,,,
J_1IFACSL1,Authorization for ARE1,,,,,,,,,,,,,,,,,,,,
J_1IFACT1,Authorization for ARE3 Transactions,,,,,,,,,,,,,,,,,,,,
J_1IFAC_S1,Enhanced Factory sales authorization,,,,,,,,,,,,,,,,,,,,
J_1IFAC_SL,Authorization object for Factory sales transaction,,,,,,,,,,,,,,,,,,,,
J_1IFIAA,Auth. for Income Tax Depreciation Calculation,,,,,,,,,,,,,,,,,,,,
J_1IFIMM,Authorization object - FI MM Service Category Determination,,,,,,,,,,,,,,,,,,,,
J_1IFISD,Authorization object - FI SD Service Category Determination,,,,,,,,,,,,,,,,,,,,
J_1IFRM_TR,Authorisation object for Forms tracking transaction,,,,,,,,,,,,,,,,,,,,
J_1IFRTPYM,Authorization object for Fortnightly payment transaction,,,,,,,,,,,,,,,,,,,,
J_1IGRPT1,Auth. for PART1 at GR,,,,,,,,,,,,,,,,,,,,
J_1IG_GST,Authorization object for GST reports,,,,,,,,,,,,,,,,,,,,
J_1IIEXCP,Exceptions for sales Excise invoices,,,,,,,,,,,,,,,,,,,,
J_1IINEX,Incoming Excise Invoice,,,,,,,,,,,,,,,,,,,,
J_1IIRN,Authorization Object for IRN Report,,,,,,,,,,,,,,,,,,,,
J_1IMM,Authorization Object - MM Service category determination,,,,,,,,,,,,,,,,,,,,
J_1IPLA_FC,Authorization object for PLA forecast,,,,,,,,,,,,,,,,,,,,
J_1IPRC_CH,Authorization object for Basic price changes transaction,,,,,,,,,,,,,,,,,,,,
J_1IPURREG,Authorization for Purchase Register,,,,,,,,,,,,,,,,,,,,
J_1IREGEXT,Authorization object for excise registers extraction,,,,,,,,,,,,,,,,,,,,
J_1IREGPRN,Authorization for Register Printing,,,,,,,,,,,,,,,,,,,,
J_1IREGS,Authorization object for RG23 issues and RG1,,,,,,,,,,,,,,,,,,,,
J_1IREGSN,Auth. for J1I5 (new program - J_1IREGSN),,,,,,,,,,,,,,,,,,,,
J_1IRG23D,Authorisation object for Depo Transactions,,,,,,,,,,,,,,,,,,,,
J_1ISALREG,Authorization object for Sales Register,,,,,,,,,,,,,,,,,,,,
J_1ISD,Authorization object - SD Service Category Determination,,,,,,,,,,,,,,,,,,,,
J_1ISRVTX,Authorization for Service tax,,,,,,,,,,,,,,,,,,,,
J_1ISTREV,Authorization object for service tax credit reversal report,,,,,,,,,,,,,,,,,,,,
J_1ITAX_DS,Authorization object for tax deduction at source transaction,,,,,,,,,,,,,,,,,,,,
J_1ITDS,Authorization object for TDS transaction J1IN,,,,,,,,,,,,,,,,,,,,
J_1ITDSARC,TDS Archiving,,,,,,,,,,,,,,,,,,,,
J_1ITDSCER,Authorization check for Certificate Print Program,,,,,,,,,,,,,,,,,,,,
J_1ITDSCHL,Authorization for TDS Challan,,,,,,,,,,,,,,,,,,,,
J_1IURG23D,Authorisation object for receipts to depot,,,,,,,,,,,,,,,,,,,,
J_1IUTZL,Autorization object for Fortnightly payment,,,,,,,,,,,,,,,,,,,,
J_1IUTZLTN,Authorization object for Fortnightly payment,,,,,,,,,,,,,,,,,,,,
J_1I_IMG,Authorization object for IMG,,,,,,,,,,,,,,,,,,,,
J_1UF_TI,Tax Invoice Ukraine,,,,,,,,,,,,,,,,,,,,
J_1UF_TP,Transfer Pricing Ukraine,,,,,,,,,,,,,,,,,,,,
J_2GPRNTSK,Authorization Object to use Print Task Codes,,,,,,,,,,,,,,,,,,,,
J_3GABRLST,Call CEM Settlement List for Organizational Units,,,,,,,,,,,,,,,,,,,,
J_3GACTVT,CEM Allowed Activities,,,,,,,,,,,,,,,,,,,,
J_3GBEWTP2,"ETM - Transaction Types, Document Category 2",,,,,,,,,,,,,,,,,,,,
J_3GBLART,Authorization for Document Types,,,,,,,,,,,,,,,,,,,,
J_3GDBER,Planning Area In Recipient,,,,,,,,,,,,,,,,,,,,
J_3GDISPGR,,,,,,,,,,,,,,,,,,,,,
J_3GDUMMY1,Dummy Maintenance,,,,,,,,,,,,,,,,,,,,
J_3GEMPGR2,"ETM - Recipient Groups, Document Category 2",,,,,,,,,,,,,,,,,,,,
J_3GEQART2,ETM - Equipment Types for Document Category 2,,,,,,,,,,,,,,,,,,,,
J_3GTESTSD,Enhanced Test Environment for SD Order Input,,,,,,,,,,,,,,,,,,,,
J_3G_DUMMY,Dummy Maintenance,,,,,,,,,,,,,,,,,,,,
J_3G_TCODE,Transaction Code,,,,,,,,,,,,,,,,,,,,
J_3RC_REV,Logistic reversal invoices autoclearing,,,,,,,,,,,,,,,,,,,,
J_3RF_CCD,Export Customs Declaration Maintenance,,,,,,,,,,,,,,,,,,,,
J_3RF_CNF,Export Confirmation Error Processing,,,,,,,,,,,,,,,,,,,,
J_3RF_GTD,Import Customs Declarations Maintenance,,,,,,,,,,,,,,,,,,,,
J_3RF_IMNT,Import Notification Manitenance,,,,,,,,,,,,,,,,,,,,
J_3RF_POD,Deal Passport Maintenance,,,,,,,,,,,,,,,,,,,,
J_3RF_REE,Reestr of  Customs Declarations,,,,,,,,,,,,,,,,,,,,
J_3RF_REG,Register of  Customs Declarations,,,,,,,,,,,,,,,,,,,,
J_3RF_REGI,Invoice Registration Journal Maintenance,,,,,,,,,,,,,,,,,,,,
J_3RF_REGT,TORG Registration Journal Maintenance,,,,,,,,,,,,,,,,,,,,
J_3RF_REGU,UTD Registration Journal Maintenance,,,,,,,,,,,,,,,,,,,,
J_3RF_TAXA,Authorization for assignment of hierarchy to company code,,,,,,,,,,,,,,,,,,,,
J_3RF_TAXH,Authorization for tax hierarchy editor,,,,,,,,,,,,,,,,,,,,
J_3RF_TP,Transfer Pricing,,,,,,,,,,,,,,,,,,,,
J_3RF_TP_C,Transfer Pricing Configuration,,,,,,,,,,,,,,,,,,,,
J_3RF_VATR,VAT Return Maintenance in Invoice Registration Journal,,,,,,,,,,,,,,,,,,,,
J_3RF_XMLR,Authorization object for XML Hierarchy,,,,,,,,,,,,,,,,,,,,
J_3RK_KRDC,,,,,,,,,,,,,,,,,,,,,
J_3RM_WRTB,Authorization on recording of the report in database table,,,,,,,,,,,,,,,,,,,,
J_3R_CPS,Customer Payment Solution,,,,,,,,,,,,,,,,,,,,
J_7L_CONF,REA: Export/Import of Recycling Partner Data,,,,,,,,,,,,,,,,,,,,
J_7L_CUST,REA: Customizing,,,,,,,,,,,,,,,,,,,,
J_7L_INFC,REA: Interfaces and Batch Programs,,,,,,,,,,,,,,,,,,,,
J_7L_INFO,REA: Information System,,,,,,,,,,,,,,,,,,,,
J_7L_PERIO,REA: Declarations to Recycling Partners,,,,,,,,,,,,,,,,,,,,
J_7L_STAMM,REA: Master Data,,,,,,,,,,,,,,,,,,,,
J_7L_VARIA,REA: Authorization for Variants,,,,,,,,,,,,,,,,,,,,
J_B_ACCOUN,IS-B: STC Authorization Object for Accounts,,,,,,,,,,,,,,,,,,,,
J_B_BUKRS,Check Company Code Authorization,,,,,,,,,,,,,,,,,,,,
J_B_CASHFL,IS-B: STC Authorization Object for Cash Flows,,,,,,,,,,,,,,,,,,,,
J_B_CLTCOP,IS-B: Copy STC Authorization Object for Company Code,,,,,,,,,,,,,,,,,,,,
J_B_CONDIT,IS-B: STC Authorization Object for Conditions,,,,,,,,,,,,,,,,,,,,
J_B_CONDLI,IS-B: STC Authorization Object for Condition Lists,,,,,,,,,,,,,,,,,,,,
J_B_CONDTA,IS-B: STC Authorization Object for Condition Tables,,,,,,,,,,,,,,,,,,,,
J_B_COST,IS-B: STC Authorization Object for Costing,,,,,,,,,,,,,,,,,,,,
J_B_COSTRU,IS-B: STC Authorization Object for Costing Rules,,,,,,,,,,,,,,,,,,,,
J_B_EDT,IS-B: STC Authorization Object for External Data Transfer,,,,,,,,,,,,,,,,,,,,
J_B_EDTCUS,IS-B:STC Authorization Object for External Data Trans. Cust.,,,,,,,,,,,,,,,,,,,,
J_B_EURO,IS-B: STC Authoriz. Object for EURO Conversion Functions,,,,,,,,,,,,,,,,,,,,
J_B_FOBJ,IS-B: STC Authorization Object for Financial Object,,,,,,,,,,,,,,,,,,,,
J_B_KLCUS1,CL: Customizing for Authorizations,,,,,,,,,,,,,,,,,,,,
J_B_KLSDC1,User-Specific Selection of STC Products,,,,,,,,,,,,,,,,,,,,
J_B_KLTCOD,CL: Application Transactions,,,,,,,,,,,,,,,,,,,,
J_B_MARKET,IS-B: STC Authorization Object for Market Data,,,,,,,,,,,,,,,,,,,,
J_B_POSIT,IS-B: STC Authorization Object for Positions,,,,,,,,,,,,,,,,,,,,
J_B_PO_CHG,IS-B: Authorization Object for Position Changes,,,,,,,,,,,,,,,,,,,,
J_B_R/OCON,IS-B: STC Authorization Object for Required/Optional Control,,,,,,,,,,,,,,,,,,,,
J_B_RMCUS1,CFM/Banking Analysis: Customizing Functions,,,,,,,,,,,,,,,,,,,,
J_B_RMCUS2,IS-B: RM Authorization 1,,,,,,,,,,,,,,,,,,,,
J_B_RMCUS3,IS-B: RM Authorization 2,,,,,,,,,,,,,,,,,,,,
J_B_SERV,IS-B: STC Authorization Object for Services,,,,,,,,,,,,,,,,,,,,
J_B_STCOND,IS-B: STC Authorization Object for Standard Conditions,,,,,,,,,,,,,,,,,,,,
J_B_TRANSB,CFM/Banking Analysis: Transactions,,,,,,,,,,,,,,,,,,,,
J_B_VARTRA,IS-B: STC Authorization Object for Variable Transaction,,,,,,,,,,,,,,,,,,,,
J_B_WPORD,IS-B: SAP Banking: Authorization Object for Security Orders,,,,,,,,,,,,,,,,,,,,
J_B_YLDCUR,IS-B: STC Authorization Object for Yield Curve Types,,,,,,,,,,,,,,,,,,,,
J_DI_DPC,Authorization Object: Down Payment Chains,,,,,,,,,,,,,,,,,,,,
J_DI_PNV01,Construction Progress Report,,,,,,,,,,,,,,,,,,,,
J_JVA_CUS,Joint Venture Accounting: Customizing,,,,,,,,,,,,,,,,,,,,
J_JVA_JOA,Joint Venture Accounting: Joint Operating Agreement Master,,,,,,,,,,,,,,,,,,,,
J_JVA_PRC,Joint Venture Accounting: Processing,,,,,,,,,,,,,,,,,,,,
J_JVA_REP,Joint Venture Accounting: Reporting,,,,,,,,,,,,,,,,,,,,
J_JVA_VNT,Joint Venture Accounting: Venture Master,,,,,,,,,,,,,,,,,,,,
J_PSA_PRC,PSA Processing & Customizing,,,,,,,,,,,,,,,,,,,,
J_PSA_REP,PSA Reporting,,,,,,,,,,,,,,,,,,,,
J_SP_PROJ,"Service Provider - Create, Change, Delete Project Pipeline",,,,,,,,,,,,,,,,,,,,
K_ABC,"CO-ABC: General Authorization Object, Business Processes",,,,,,,,,,,,,,,,,,,,
K_ACDOCP_P,Financials planning via table ACDOCP,,,,,,,,,,,,,,,,,,,,
K_ACDOC_PL,Upload of planning data with FIORIapp fin.co.plandata.upload,,,,,,,,,,,,,,,,,,,,
K_ALLOCGRP,Universal Allocation - Cycle Run Group,,,,,,,,,,,,,,,,,,,,
K_ALLOCMNT,Universal Allocation Maintanance,,,,,,,,,,,,,,,,,,,,
K_ALLOCRUN,Universal Allocation - Allocation Run,,,,,,,,,,,,,,,,,,,,
K_ALLOCTAG,Universal Allocation - Allocation Tag,,,,,,,,,,,,,,,,,,,,
K_ALLOMNT2,Universal Allocation Maintanance,,,,,,,,,,,,,,,,,,,,
K_ALLORUN2,Universal Allocation - Allocation Run,,,,,,,,,,,,,,,,,,,,
K_AUFK_ART,CO-OPA: Order Types,,,,,,,,,,,,,,,,,,,,
K_AUFK_SET,CO-OPA: Order Groups,,,,,,,,,,,,,,,,,,,,
K_BDGT_DOC,Budget Document,,,,,,,,,,,,,,,,,,,,
K_CBEW,CO-PC: Concurrent Costing - Cstg Master Data,,,,,,,,,,,,,,,,,,,,
K_CBPR_PLA,CO-ABC: Business Process Planning,,,,,,,,,,,,,,,,,,,,
K_CBPR_SET,CO-ABC: Business Process Groups,,,,,,,,,,,,,,,,,,,,
K_CCA,CO-CCA: Gen. Authorization Object for Cost Center Accounting,,,,,,,,,,,,,,,,,,,,
K_CCA_HIER,CO-CCA: Authorization Object for Cost Center Hierarchies,,,,,,,,,,,,,,,,,,,,
K_CKBOB,CO-PC: Product Drilldown,,,,,,,,,,,,,,,,,,,,
K_CKBS,CO-PC: Base Planning Objects,,,,,,,,,,,,,,,,,,,,
K_CKPH,CO-PC: Cost Objects,,,,,,,,,,,,,,,,,,,,
K_CKPH_SET,CO-ABC: Cost Object Groups,,,,,,,,,,,,,,,,,,,,
K_COSTRATE,CO-CCA: Cost Rate,,,,,,,,,,,,,,,,,,,,
K_CREQUEST,CO: Change Request,,,,,,,,,,,,,,,,,,,,
K_CRM_REP,Authorization Check for Cost Integration CRM - CO,,,,,,,,,,,,,,,,,,,,
K_CSKA_SET,CO-CCA: Cost Element Groups,,,,,,,,,,,,,,,,,,,,
K_CSKB,CO-CCA: Cost Element Master,,,,,,,,,,,,,,,,,,,,
K_CSKB_PLA,CO-CCA: Cost Element Planning,,,,,,,,,,,,,,,,,,,,
K_CSKS,CO-CCA: Cost Center Master,,,,,,,,,,,,,,,,,,,,
K_CSKS_BUD,CO-CCA: Cost Center Budget Planning,,,,,,,,,,,,,,,,,,,,
K_CSKS_PLA,CO-CCA: Cost Center Planning,,,,,,,,,,,,,,,,,,,,
K_CSKS_SET,CO-CCA: Cost Center Groups,,,,,,,,,,,,,,,,,,,,
K_CSLA,CO-CCA: Activity Types Master,,,,,,,,,,,,,,,,,,,,
K_CSLA_SET,CO-CCA: Activity Type Groups,,,,,,,,,,,,,,,,,,,,
K_EB_LOG,CO-PC: Event Based Log,,,,,,,,,,,,,,,,,,,,
K_EB_POST,CO-PC: Event Based Posting,,,,,,,,,,,,,,,,,,,,
K_FCO,CO-PC: Failure Cost Processing,,,,,,,,,,,,,,,,,,,,
K_FPB_EXP,Authorization Object for Express Planning,,,,,,,,,,,,,,,,,,,,
K_FVMK,CO-PC: Release/Marking - Product Costing,,,,,,,,,,,,,,,,,,,,
K_INA_SET,CO: Inactive Hierarchies,,,,,,,,,,,,,,,,,,,,
K_KA03,CO-CCA: Statistical Key Figures,,,,,,,,,,,,,,,,,,,,
K_KA03_SET,CO-CCA: Statistical Key Figure Groups,,,,,,,,,,,,,,,,,,,,
K_KA09_KVS,CO: Version,,,,,,,,,,,,,,,,,,,,
K_KA_RC,CO: Drill-down reporting - rows/columns (not up-to-date),,,,,,,,,,,,,,,,,,,,
K_KA_RCS,CO: Drill-down reporting - line-/column structures,,,,,,,,,,,,,,,,,,,,
K_KA_REP,CO: Drill-down reporting - Reporting (not up-to-date),,,,,,,,,,,,,,,,,,,,
K_KA_RPT,CO: Interactive Drilldown Reporting - Reports,,,,,,,,,,,,,,,,,,,,
K_KA_TREC,CO: Summarization Levels,,,,,,,,,,,,,,,,,,,,
K_KC_DB,EC-EIS: Authorizations for the Data Basis,,,,,,,,,,,,,,,,,,,,
K_KC_DB_VS,SAP-EIS Authorization for Data Basis Version & Plan/Act Ind.,,,,,,,,,,,,,,,,,,,,
K_KC_DE,EC-EIS Authorization - Entry Layout / Data Entry,,,,,,,,,,,,,,,,,,,,
K_KC_DS,EC-EIS: Authorizations for Data Structure Maintenance,,,,,,,,,,,,,,,,,,,,
K_KC_DSK,EC-EIS: Authorization for Structures and Key Figures,,,,,,,,,,,,,,,,,,,,
K_KC_FC,EC-EIS: Function Code Authorization,,,,,,,,,,,,,,,,,,,,
K_KC_HI,EC-EIS Authorizations for Hierarchies,,,,,,,,,,,,,,,,,,,,
K_KC_PBR,SAP-EIS: Authorization for Presentation Objects,,,,,,,,,,,,,,,,,,,,
K_KC_PL,EC-BP: Authorization for Planning Layouts,,,,,,,,,,,,,,,,,,,,
K_KC_PR,SAP-EIS: Authorization for Presentation,,,,,,,,,,,,,,,,,,,,
K_KC_PRC,EC-EIS: Authorization for Presentation of Form,,,,,,,,,,,,,,,,,,,,
K_KC_PRP,EC-EIS: Presentation authorizations (report names),,,,,,,,,,,,,,,,,,,,
K_KEA_ALE,Profitability Analysis: Distribution,,,,,,,,,,,,,,,,,,,,
K_KEA_ERG,Profitability Analysis: Set Operating Concern,,,,,,,,,,,,,,,,,,,,
K_KEA_NET,Profitability Analysis: Realignments,,,,,,,,,,,,,,,,,,,,
K_KEA_TC,Profitability Analysis: Maintain Operating Concern,,,,,,,,,,,,,,,,,,,,
K_KEB_BER,Profitability Report: Authorization Objects,,,,,,,,,,,,,,,,,,,,
K_KEB_RC,Profitability Report: Forms,,,,,,,,,,,,,,,,,,,,
K_KEB_REP,Profitability Report: Report Name,,,,,,,,,,,,,,,,,,,,
K_KEB_TC,Profitability Reports,,,,,,,,,,,,,,,,,,,,
K_KEDT_TC,Profitability Analysis: Transfer Data to CO-PA,,,,,,,,,,,,,,,,,,,,
K_KED_UM,Profitability Analysis: Cost Center Assessment,,,,,,,,,,,,,,,,,,,,
K_KEI_TC,Profitability Analysis: Actual Data,,,,,,,,,,,,,,,,,,,,
K_KEKD_TC,Profitability Analysis: Conditions,,,,,,,,,,,,,,,,,,,,
K_KEKO,CO-PC: Product Costing,,,,,,,,,,,,,,,,,,,,
K_KEPL_BER,CO-PA Planning: Authorization Objects,,,,,,,,,,,,,,,,,,,,
K_KEPL_FR,Profit Planning: Initial Screen,,,,,,,,,,,,,,,,,,,,
K_KEPL_GP,CO-PA Planning: Integrated Planning,,,,,,,,,,,,,,,,,,,,
K_KEPL_RC,CO-PA Planning: Planning Layouts,,,,,,,,,,,,,,,,,,,,
K_KEPL_TC,Profit Planning,,,,,,,,,,,,,,,,,,,,
K_KEPL_VER,CO-PA Planning: Plan Version,,,,,,,,,,,,,,,,,,,,
K_KER_TC,Profitability Analysis: Derivation Rule Values,,,,,,,,,,,,,,,,,,,,
K_KESS_SCR,KESS global screens,,,,,,,,,,,,,,,,,,,,
K_KES_TC,Profitability Analysis: Derivation Strategy,,,,,,,,,,,,,,,,,,,,
K_KFPI_DCT,CO: Document Type for Transfer Price Allocations,,,,,,,,,,,,,,,,,,,,
K_KFPP_DCT,CO: Document Type for Transfer Price Agreements,,,,,,,,,,,,,,,,,,,,
K_KMOB_DCT,CO: Document Type for Manual Funds Reservation,,,,,,,,,,,,,,,,,,,,
K_KONH_KKS,Cost Rate: Authorization for Controlling Area and Company C,,,,,,,,,,,,,,,,,,,,
K_MLMBDISP,CO Material Ledger: Display Material Valuation Document,,,,,,,,,,,,,,,,,,,,
K_MLNUSER,CO Material Ledger: Individual settlement; (no longer used),,,,,,,,,,,,,,,,,,,,
K_MLPR_VA,CO Material Price Change: Valuation Area,,,,,,,,,,,,,,,,,,,,
K_MLPUSER,CO Material Ledger: Plant settlement (no longer used),,,,,,,,,,,,,,,,,,,,
K_ML_MGV,Material Ledger: Master Data of Quantity Structure Tool,,,,,,,,,,,,,,,,,,,,
K_ML_MTART,CO Material Ledger: Material Type,,,,,,,,,,,,,,,,,,,,
K_ML_SUPP,Material Ledger: Support Tools,,,,,,,,,,,,,,,,,,,,
K_ML_VA,CO Material Ledger: Valuation Area,,,,,,,,,,,,,,,,,,,,
K_ORDER,CO-OPA: General authorization object for internal orders,,,,,,,,,,,,,,,,,,,,
K_ORGUNIT,CO: Organizational Units Used in Actual Postings,,,,,,,,,,,,,,,,,,,,
K_PCA,"EC-PCA: Responsibility Area, Profit Center",,,,,,,,,,,,,,,,,,,,
K_PCAB_DEL,EC-PCA: Delete Transaction Data,,,,,,,,,,,,,,,,,,,,
K_PCAD_UM,EC-PCA: Assessment/Distribution,,,,,,,,,,,,,,,,,,,,
K_PCAF_UEB,EC-PCA: FI Data Transfer,,,,,,,,,,,,,,,,,,,,
K_PCAI_UEB,EC-PCA: Actual Data Transfer,,,,,,,,,,,,,,,,,,,,
K_PCAL_GEN,EC-PCA: Generate and activate ledger,,,,,,,,,,,,,,,,,,,,
K_PCAM_UEB,EC-PCA: MM Data Transfer,,,,,,,,,,,,,,,,,,,,
K_PCAP_SET,EC-PCA: Planning Hierarchy,,,,,,,,,,,,,,,,,,,,
K_PCAP_UEB,EC-PCA: Plan Data Transfer,,,,,,,,,,,,,,,,,,,,
K_PCAR_REP,EC-PCA: Summary and Line Item Reports,,,,,,,,,,,,,,,,,,,,
K_PCAR_SRP,EC-PCA: Standard Reports and Datasets,,,,,,,,,,,,,,,,,,,,
K_PCAS_PRC,EC-PCA: Profit Centers,,,,,,,,,,,,,,,,,,,,
K_PCAS_UEB,EC-PCA: SD Data Transfer,,,,,,,,,,,,,,,,,,,,
K_PCA_HIER,EC-PCA: Authorization Object for Profit Center Hierarchies,,,,,,,,,,,,,,,,,,,,
K_PCA_MD,EC-PCA: Authorization Object for Profit Center Master Data,,,,,,,,,,,,,,,,,,,,
