Client,ROLE,MASTER_ROLE,DESC
800,ZSG_MM_PO.DSP_GSCM_718,ZSG_MM_PO.DSP_GSCM_XXX,GSCM PO Display Role(AMIS/1891)
800,ZSG_MM_PO.DSP_GSCM_831,ZSG_MM_PO.DSP_GSCM_XXX,GSCM PO Display Role(FAPP/1820)
800,ZSG_MM_PO.DSP_GSCM_832,ZSG_MM_PO.DSP_GSCM_XXX,GSCM PO Display Role(FAPM/1820)
800,ZSG_MM_PO.DSP_GSCM_833,ZSG_MM_PO.DSP_GSCM_XXX,GSCM PO Display Role(FAIS/1820)
800,ZSG_MM_PO.DSP_GSCM_835,ZSG_MM_PO.DSP_GSCM_XXX,GSCM PO Display Role(FASS/1820)
800,ZSG_MM_PO.DSP_GSCM_836,ZSG_MM_PO.DSP_GSCM_XXX,GSCM PO Display Role(FACS/1820)
800,ZSG_MM_PO.DSP_GSCM_837,ZSG_MM_PO.DSP_GSCM_XXX,GSCM PO Display Role(FACS/1820)
800,ZSG_MM_PO.DSP_GSCM_838,ZSG_MM_PO.DSP_GSCM_XXX,GSCM PO Display Role(FASV/1820)
800,ZSG_MM_PO.DSP_GSCM_XXX,,GSCM PO Display Role
800,ZSG_MM_PO.DSP_XXX,,MEAP PO Display & Report
800,ZSG_MM_PO.GRITAB_872,ZSG_MM_PO.GRITAB_XXX,MEAP Griffin User Authorization (View Tab) (PUPS/1811)
800,ZSG_MM_PO.GRITAB_XXX,,MEAP Griffin User Authorization (View Tab)
800,ZSG_MM_PO.GRI_812,ZSG_MM_PO.GRI_XXX,MEAP Griffin User Authorization (LEAC/1801)
800,ZSG_MM_PO.GRI_813,ZSG_MM_PO.GRI_XXX,MEAP Griffin User Authorization (LERM/1801)
800,ZSG_MM_PO.GRI_815,ZSG_MM_PO.GRI_XXX,MEAP Griffin User Authorization (LERM/1802)
800,ZSG_MM_PO.GRI_872,ZSG_MM_PO.GRI_XXX,MEAP Griffin User Authorization (PUPS/1811)
800,ZSG_MM_PO.GRI_XXX,,MEAP Griffin User Authorization (FULL)
800,ZSG_MM_PO.INTF_851,,MEAP APCR Purchase Order Interface
800,ZSG_MM_PO.INTF_861,,MEAP Semiconductor POST PO - Error Recovery
800,ZSG_MM_PO.NT.PRO_511,ZSG_MM_PO.NT.PRO_XXX,MEAP Non-trade Purchase Order(ACO/1889)
800,ZSG_MM_PO.NT.PRO_512,ZSG_MM_PO.NT.PRO_XXX,MEAP Non-trade Purchase Order(ACO/1889)
800,ZSG_MM_PO.NT.PRO_513,ZSG_MM_PO.NT.PRO_XXX,MEAP Non-trade Purchase Order(ACO/1889)
800,ZSG_MM_PO.NT.PRO_515,ZSG_MM_PO.NT.PRO_XXX,MEAP Non-trade Purchase Order(ACO/1889)
800,ZSG_MM_PO.NT.PRO_516,ZSG_MM_PO.NT.PRO_XXX,MEAP Non-trade Purchase Order(ACO/1889)
800,ZSG_MM_PO.NT.PRO_517,ZSG_MM_PO.NT.PRO_XXX,MEAP Non-trade Purchase Order(ACO/1889)
800,ZSG_MM_PO.NT.PRO_518,ZSG_MM_PO.NT.PRO_XXX,MEAP Non-trade Purchase Order(ACO/1889)
800,ZSG_MM_PO.NT.PRO_519,ZSG_MM_PO.NT.PRO_XXX,MEAP Non-trade Purchase Order(ACO/1889)
800,ZSG_MM_PO.NT.PRO_520,ZSG_MM_PO.NT.PRO_XXX,MEAP Non-trade Purchase Order(ACO/1889)
800,ZSG_MM_PO.NT.PRO_521,ZSG_MM_PO.NT.PRO_XXX,MEAP Non-trade Purchase Order(ACO/1889)
800,ZSG_MM_PO.NT.PRO_522,ZSG_MM_PO.NT.PRO_XXX,MEAP Non-trade Purchase Order(ACO/1889)
800,ZSG_MM_PO.NT.PRO_523,ZSG_MM_PO.NT.PRO_XXX,MEAP Non-trade Purchase Order(ACO/1889)
800,ZSG_MM_PO.NT.PRO_611,ZSG_MM_PO.NT.PRO_XXX,MEAP Non-trade Purchase Order(AMMD/1890)
800,ZSG_MM_PO.NT.PRO_613,ZSG_MM_PO.NT.PRO_XXX,MEAP Non-trade Purchase Order-AMSP
800,ZSG_MM_PO.NT.PRO_615,ZSG_MM_PO.NT.PRO_XXX,MEAP Non-trade Purchase Order(AMAF/1890)
800,ZSG_MM_PO.NT.PRO_711,ZSG_MM_PO.NT.PRO_XXX,MEAP Non-trade Purchase Order(AMHR/1891)
800,ZSG_MM_PO.NT.PRO_713,ZSG_MM_PO.NT.PRO_XXX,MEAP Non-trade Purchase Order(AMLC/1891)
800,ZSG_MM_PO.NT.PRO_716,ZSG_MM_PO.NT.PRO_XXX,MEAP Non-trade Purchase Order(Procurement/1891)
800,ZSG_MM_PO.NT.PRO_718,ZSG_MM_PO.NT.PRO_XXX,MEAP Non-trade Purchase Order(AMIS/1891)
800,ZSG_MM_PO.NT.PRO_811,ZSG_MM_PO.NT.PRO_XXX,MEAP Non-trade Purchase Order(LEPO/1801)
800,ZSG_MM_PO.NT.PRO_812,ZSG_MM_PO.NT.PRO_XXX,MEAP Non-trade Purchase Order(LEAC/1801)
800,ZSG_MM_PO.NT.PRO_813,ZSG_MM_PO.NT.PRO_XXX,MEAP Non-trade Purchase Order(LERM/1801)
800,ZSG_MM_PO.NT.PRO_815,ZSG_MM_PO.NT.PRO_XXX,MEAP Non-trade Purchase Order(LEHE/1801)
800,ZSG_MM_PO.NT.PRO_816,ZSG_MM_PO.NT.PRO_XXX,MEAP Non-trade Purchase Order(LESV/1801)
800,ZSG_MM_PO.NT.PRO_831,ZSG_MM_PO.NT.PRO_XXX,MEAP Non-trade Purchase Order(FAPP/1820)
800,ZSG_MM_PO.NT.PRO_832,ZSG_MM_PO.NT.PRO_XXX,MEAP Non-trade Purchase Order(FAPM/1820)
800,ZSG_MM_PO.NT.PRO_833,ZSG_MM_PO.NT.PRO_XXX,MEAP Non-trade Purchase Order(FAIS/1820)
800,ZSG_MM_PO.NT.PRO_835,ZSG_MM_PO.NT.PRO_XXX,MEAP Non-trade Purchase Order(FASS/1820)
800,ZSG_MM_PO.NT.PRO_836,ZSG_MM_PO.NT.PRO_XXX,MEAP Non-trade Purchase Order(FACS/1820)
800,ZSG_MM_PO.NT.PRO_837,ZSG_MM_PO.NT.PRO_XXX,MEAP Non-trade Purchase Order(FACS/1820)
800,ZSG_MM_PO.NT.PRO_838,ZSG_MM_PO.NT.PRO_XXX,MEAP Non-trade Purchase Order(FASV/1820)
800,ZSG_MM_PO.NT.PRO_839,ZSG_MM_PO.NT.PRO_XXX,MEAP Non-trade Purchase Order(FASM/1820)
800,ZSG_MM_PO.NT.PRO_851,ZSG_MM_PO.NT.PRO_XXX,MEAP Non-trade Purchase Order(APCR/1810)
800,ZSG_MM_PO.NT.PRO_861,ZSG_MM_PO.NT.PRO_XXX,MEAP Non-trade Purchase Order(SEMI/1808)
800,ZSG_MM_PO.NT.PRO_871,ZSG_MM_PO.NT.PRO_XXX,MEAP Non-trade Purchase Order(PUPO/1811)
800,ZSG_MM_PO.NT.PRO_872,ZSG_MM_PO.NT.PRO_XXX,MEAP Non-trade Purchase Order(PUPS/1811)
800,ZSG_MM_PO.NT.PRO_873,ZSG_MM_PO.NT.PRO_XXX,MEAP Non-trade Purchase Order(PUSV/1811)
800,ZSG_MM_PO.NT.PRO_911,ZSG_MM_PO.NT.PRO_XXX,MEAP Non-trade Purchase Order(ACDC/1813)
800,ZSG_MM_PO.NT.PRO_XXX,,MEAP Non-trade Purchase Order
800,ZSG_MM_PO.NT.PRT,,MEAP Non-Trade PO Print Out
800,ZSG_MM_PO.NT_APPLV1,,MEAP Non-trade PO Release Level 1
800,ZSG_MM_PO.NT_APPLV2,,MEAP Non-trade PO Release Level 2
800,ZSG_MM_PO.PRO_812,ZSG_MM_PO.PRO_XXX,MEAP Purchase Order (LEAC/1801)
800,ZSG_MM_PO.PRO_813,ZSG_MM_PO.PRO_XXX,MEAP Purchase Order (LERM/1801)
800,ZSG_MM_PO.PRO_815,ZSG_MM_PO.PRO_XXX,MEAP Purchase Order (LEHE/1801)
800,ZSG_MM_PO.PRO_833,ZSG_MM_PO.PRO_XXX,MEAP Purchase Order (FAIS/1820)
800,ZSG_MM_PO.PRO_835,ZSG_MM_PO.PRO_XXX,MEAP Purchase Order (FASS/1820)
800,ZSG_MM_PO.PRO_836,ZSG_MM_PO.PRO_XXX,MEAP Purchase Order (FACS/1820)
800,ZSG_MM_PO.PRO_837,ZSG_MM_PO.PRO_XXX,MEAP Purchase Order (FACS/1820)
800,ZSG_MM_PO.PRO_838,ZSG_MM_PO.PRO_XXX,MEAP Purchase Order (FASV/1820)
800,ZSG_MM_PO.PRO_851,ZSG_MM_PO.PRO_XXX,MEAP Purchase Order (APCR/1810)
800,ZSG_MM_PO.PRO_861,ZSG_MM_PO.PRO_XXX,MEAP Purchase Order (SEMI/1808)
800,ZSG_MM_PO.PRO_872,ZSG_MM_PO.PRO_XXX,MEAP Purchase Order (PUPS/1811)
800,ZSG_MM_PO.PRO_GSCM,ZSG_MM_PO.PRO_GSCM_XXX,GSCM PO Processing Role
800,ZSG_MM_PO.PRO_GSCM_831,ZSG_MM_PO.PRO_GSCM_XXX,GSCM PO Processing Role(FAPP/1820)
800,ZSG_MM_PO.PRO_GSCM_XXX,,GSCM PO Processing Role
800,ZSG_MM_PO.PRO_XXX,,MEAP Purchase Order
800,ZSG_MM_PO.PRT_611,ZSG_MM_PO.PRT_XXX,MEAP PO Print Out(AMMD/1890)
800,ZSG_MM_PO.PRT_615,ZSG_MM_PO.PRT_XXX,MEAP PO Print Out(AMAF/1890)
800,ZSG_MM_PO.PRT_713,ZSG_MM_PO.PRT_XXX,MEAP PO Print Out(AMLC/1891)
800,ZSG_MM_PO.PRT_812,ZSG_MM_PO.PRT_XXX,MEAP PO Print Out (LEAC/1801)
800,ZSG_MM_PO.PRT_813,ZSG_MM_PO.PRT_XXX,MEAP PO Print Out(LERM/1801)
800,ZSG_MM_PO.PRT_815,ZSG_MM_PO.PRT_XXX,MEAP PO Print Out (LEHE/1801)
800,ZSG_MM_PO.PRT_833,ZSG_MM_PO.PRT_XXX,MEAP PO Print Out(FAIS/1820)
800,ZSG_MM_PO.PRT_835,ZSG_MM_PO.PRT_XXX,MEAP PO Print Out(FASS/1820)
800,ZSG_MM_PO.PRT_836,ZSG_MM_PO.PRT_XXX,MEAP PO Print Out(FACS/1820)
800,ZSG_MM_PO.PRT_837,ZSG_MM_PO.PRT_XXX,MEAP PO Print Out(FACS/1820)
800,ZSG_MM_PO.PRT_838,ZSG_MM_PO.PRT_XXX,MEAP PO Print Out(FASV/1820)
800,ZSG_MM_PO.PRT_851,ZSG_MM_PO.PRT_XXX,MEAP PO Print Out(APCR/1810)
800,ZSG_MM_PO.PRT_861,ZSG_MM_PO.PRT_XXX,MEAP PO Print Out(SEMI/1808)
800,ZSG_MM_PO.PRT_872,ZSG_MM_PO.PRT_XXX,MEAP PO Print Out(PUPS/1811)
800,ZSG_MM_PO.PRT_XXX,,MEAP PO Print Out
800,ZSG_MM_PO.SDSP_851,ZSG_MM_PO.SDSP_XXX,MEAP Price Master Mass Update (APCR)
800,ZSG_MM_PO.SDSP_XXX,,MEAP Price Master Mass Update (APCR)
800,ZSG_MM_PO.SP_DSP_GSCM_718,ZSG_MM_PO.SP_DSP_GSCM_XXX,GSCM Contract Display Role (AMIS/1891)
800,ZSG_MM_PO.SP_DSP_GSCM_833,ZSG_MM_PO.SP_DSP_GSCM_XXX,GSCM Contract Display Role (FAIS/1820)
800,ZSG_MM_PO.SP_DSP_GSCM_835,ZSG_MM_PO.SP_DSP_GSCM_XXX,GSCM Contract Display Role (FASS/1820)
800,ZSG_MM_PO.SP_DSP_GSCM_836,ZSG_MM_PO.SP_DSP_GSCM_XXX,GSCM Contract Display Role (FACS/1820)
800,ZSG_MM_PO.SP_DSP_GSCM_837,ZSG_MM_PO.SP_DSP_GSCM_XXX,GSCM Contract Display Role (FACS/1820)
800,ZSG_MM_PO.SP_DSP_GSCM_XXX,,GSCM Contract Display Role
800,ZSG_MM_PO.SP_GSCM_833,ZSG_MM_PO.SP_GSCM_XXX,GSCM Contract Processor Role (FAIS/1820)
800,ZSG_MM_PO.SP_GSCM_835,ZSG_MM_PO.SP_GSCM_XXX,GSCM Contract Processor Role (FASS/1820)
800,ZSG_MM_PO.SP_GSCM_836,ZSG_MM_PO.SP_GSCM_XXX,GSCM Contract Processor Role (FACS/1820)
800,ZSG_MM_PO.SP_GSCM_837,ZSG_MM_PO.SP_GSCM_XXX,GSCM Contract Processor Role (FACS/1820)
800,ZSG_MM_PO.SP_GSCM_XXX,,GSCM Contract Processor Role
800,ZSG_MM_PO.VENADM,,[MEAP] Purchasing Vendor Master Administrator
800,ZSG_MM_PO.VENADM_851,ZSG_MM_PO.VENADM_XXX,[MEAP] Purchasing Vendor Master Administrator(APCR/1810)
800,ZSG_MM_PO.VENADM_XXX,,[MEAP] Purchasing Vendor Master Administrator
800,ZSG_MM_PR.DSP_511,ZSG_MM_PR.DSP_XXX,MEAP PR Display & Report (ACO/1889)
800,ZSG_MM_PR.DSP_512,ZSG_MM_PR.DSP_XXX,MEAP PR Display & Report (ACO/1889)
800,ZSG_MM_PR.DSP_513,ZSG_MM_PR.DSP_XXX,MEAP PR Display & Report (ACO/1889)
800,ZSG_MM_PR.DSP_515,ZSG_MM_PR.DSP_XXX,MEAP PR Display & Report (ACO/1889)
800,ZSG_MM_PR.DSP_516,ZSG_MM_PR.DSP_XXX,MEAP PR Display & Report (ACO/1889)
800,ZSG_MM_PR.DSP_517,ZSG_MM_PR.DSP_XXX,MEAP PR Display & Report (ACO/1889)
800,ZSG_MM_PR.DSP_518,ZSG_MM_PR.DSP_XXX,MEAP PR Display & Report (ACO/1889)
800,ZSG_MM_PR.DSP_519,ZSG_MM_PR.DSP_XXX,MEAP PR Display & Report (ACO/1889)
800,ZSG_MM_PR.DSP_520,ZSG_MM_PR.DSP_XXX,MEAP PR Display & Report (ACO/1889)
800,ZSG_MM_PR.DSP_521,ZSG_MM_PR.DSP_XXX,MEAP PR Display & Report (ACO/1889)
800,ZSG_MM_PR.DSP_522,ZSG_MM_PR.DSP_XXX,MEAP PR Display & Report (ACO/1889)
800,ZSG_MM_PR.DSP_523,ZSG_MM_PR.DSP_XXX,MEAP PR Display & Report (ACO/1889)
800,ZSG_MM_PR.DSP_611,ZSG_MM_PR.DSP_XXX,MEAP PR Display & Report (AMMD/1890)
800,ZSG_MM_PR.DSP_615,ZSG_MM_PR.DSP_XXX,MEAP PR Display & Report (AMAF/1890)
800,ZSG_MM_PR.DSP_713,ZSG_MM_PR.DSP_XXX,MEAP PR Display & Report (AMLC/1891)
800,ZSG_MM_PR.DSP_716,ZSG_MM_PR.DSP_XXX,MEAP PR Display & Report (Procurement/1891)
800,ZSG_MM_PR.DSP_718,ZSG_MM_PR.DSP_XXX,MEAP PR Display & Report (AMIS/1891)
800,ZSG_MM_PR.DSP_812,ZSG_MM_PR.DSP_XXX,MEAP PR Display & Report (LEAC/1801)
800,ZSG_MM_PR.DSP_813,ZSG_MM_PR.DSP_XXX,MEAP PR Display & Report (LERM/1801)
800,ZSG_MM_PR.DSP_815,ZSG_MM_PR.DSP_XXX,MEAP PR Display & Report (LEHE/1801)
800,ZSG_MM_PR.DSP_833,ZSG_MM_PR.DSP_XXX,MEAP PR Display & Report (FAIS/1820)
800,ZSG_MM_PR.DSP_835,ZSG_MM_PR.DSP_XXX,MEAP PR Display & Report (FASS/1820)
800,ZSG_MM_PR.DSP_836,ZSG_MM_PR.DSP_XXX,MEAP PR Display & Report (FACS/1820)
800,ZSG_MM_PR.DSP_837,ZSG_MM_PR.DSP_XXX,MEAP PR Display & Report (FACS/1820)
800,ZSG_MM_PR.DSP_838,ZSG_MM_PR.DSP_XXX,MEAP PR Display & Report (FASV/1820)
800,ZSG_MM_PR.DSP_851,ZSG_MM_PR.DSP_XXX,MEAP PR Display & Report (APCR/1810)
800,ZSG_MM_PR.DSP_861,ZSG_MM_PR.DSP_XXX,MEAP PR Display & Report (SEMI/1808)
800,ZSG_MM_PR.DSP_872,ZSG_MM_PR.DSP_XXX,MEAP PR Display & Report (PUPS/1811)
800,ZSG_MM_PR.DSP_TEST,,MEAP PR Display & Report
800,ZSG_MM_PR.DSP_XXX,,MEAP PR Display & Report
800,ZSG_MM_PR.PRO_812,ZSG_MM_PR.PRO_XXX,MEAP Purchase Requisition (LEAC/1801)
800,ZSG_MM_PR.PRO_813,ZSG_MM_PR.PRO_XXX,MEAP Purchase Requisition (LERM/1801)
800,ZSG_MM_PR.PRO_815,ZSG_MM_PR.PRO_XXX,MEAP Purchase Requisition (LEHE/1801)
800,ZSG_MM_PR.PRO_833,ZSG_MM_PR.PRO_XXX,MEAP Purchase Requisition (FAIS/1820)
800,ZSG_MM_PR.PRO_835,ZSG_MM_PR.PRO_XXX,MEAP Purchase Requisition (FASS/1820)
800,ZSG_MM_PR.PRO_836,ZSG_MM_PR.PRO_XXX,MEAP Purchase Requisition (FACS/1820)
800,ZSG_MM_PR.PRO_837,ZSG_MM_PR.PRO_XXX,MEAP Purchase Requisition (FACS/1820)
800,ZSG_MM_PR.PRO_838,ZSG_MM_PR.PRO_XXX,MEAP Purchase Requisition (FASV/1820)
800,ZSG_MM_PR.PRO_851,ZSG_MM_PR.PRO_XXX,MEAP Purchase Requisition (APCR/1810)
800,ZSG_MM_PR.PRO_861,ZSG_MM_PR.PRO_XXX,MEAP Purchase Requisition (SEMI/1808)
800,ZSG_MM_PR.PRO_872,ZSG_MM_PR.PRO_XXX,MEAP Purchase Requisition (PUPS/1811)
800,ZSG_MM_PR.PRO_XXX,,MEAP Purchase Requisition
800,ZSG_MM_TO.PRO_812,ZSG_MM_TO.PRO_XXX,MEAP Transport Order (LEAC/1801)
800,ZSG_MM_TO.PRO_815,ZSG_MM_TO.PRO_XXX,MEAP Transport Order (LEHE/1801)
800,ZSG_MM_TO.PRO_833,ZSG_MM_TO.PRO_XXX,MEAP Transport Order (FAIS/1820)
800,ZSG_MM_TO.PRO_835,ZSG_MM_TO.PRO_XXX,MEAP Transport Order (FASS/1820)
800,ZSG_MM_TO.PRO_836,ZSG_MM_TO.PRO_XXX,MEAP Transport Order (FACS/1820)
800,ZSG_MM_TO.PRO_837,ZSG_MM_TO.PRO_XXX,MEAP Transport Order (FACS/1820)
800,ZSG_MM_TO.PRO_838,ZSG_MM_TO.PRO_XXX,MEAP Transport Order (FASV/1820)
800,ZSG_MM_TO.PRO_872,ZSG_MM_TO.PRO_XXX,MEAP Transport Order (PUPS/1811)
800,ZSG_MM_TO.PRO_XXX,,MEAP Transport Order
800,ZSG_PS_PRJ.DSP_831,ZSG_PS_PRJ.DSP_XXX,MEAP Project Monitor (FAPP/1820)
800,ZSG_PS_PRJ.DSP_833,ZSG_PS_PRJ.DSP_XXX,MEAP Project Monitor (FAIS/1820)
800,ZSG_PS_PRJ.DSP_835,ZSG_PS_PRJ.DSP_XXX,MEAP Project Monitor (FASS/1820)
800,ZSG_PS_PRJ.DSP_836,ZSG_PS_PRJ.DSP_XXX,MEAP Project Monitor (FACS/1820)
800,ZSG_PS_PRJ.DSP_837,ZSG_PS_PRJ.DSP_XXX,MEAP Project Monitor (FACS/1820)
800,ZSG_PS_PRJ.DSP_838,ZSG_PS_PRJ.DSP_XXX,MEAP Project Monitor (FASV/1820)
800,ZSG_PS_PRJ.DSP_839,ZSG_PS_PRJ.DSP_XXX,MEAP Project Monitor (FASM/1820)
800,ZSG_PS_PRJ.DSP_871,ZSG_PS_PRJ.DSP_XXX,MEAP Project Monitor (PUPO/1811)
800,ZSG_PS_PRJ.DSP_872,ZSG_PS_PRJ.DSP_XXX,MEAP Project Monitor (PUPS/1811)
800,ZSG_PS_PRJ.DSP_873,ZSG_PS_PRJ.DSP_XXX,MEAP Project Monitor (PUSV/1811)
800,ZSG_PS_PRJ.DSP_XXX,,MEAP Project Monitor
800,ZSG_PS_PRJ.MEC.PROC_831,ZSG_PS_PRJ.MEC.PROC_XXX,MEAP Project Month End Closing (FAPP/1820)
800,ZSG_PS_PRJ.MEC.PROC_832,ZSG_PS_PRJ.MEC.PROC_XXX,MEAP Project Month End Closing (FAPM/1820)
800,ZSG_PS_PRJ.MEC.PROC_833,ZSG_PS_PRJ.MEC.PROC_XXX,MEAP Project Month End Closing (FAIS/1820)
800,ZSG_PS_PRJ.MEC.PROC_835,ZSG_PS_PRJ.MEC.PROC_XXX,MEAP Project Month End Closing (FASS/1820)
800,ZSG_PS_PRJ.MEC.PROC_836,ZSG_PS_PRJ.MEC.PROC_XXX,MEAP Project Month End Closing (FACS/1820)
800,ZSG_PS_PRJ.MEC.PROC_837,ZSG_PS_PRJ.MEC.PROC_XXX,MEAP Project Month End Closing (FACS/1820)
800,ZSG_PS_PRJ.MEC.PROC_838,ZSG_PS_PRJ.MEC.PROC_XXX,MEAP Project Month End Closing (FASV/1820)
800,ZSG_PS_PRJ.MEC.PROC_839,ZSG_PS_PRJ.MEC.PROC_XXX,MEAP Project Month End Closing (FASM/1820)
800,ZSG_PS_PRJ.MEC.PROC_871,ZSG_PS_PRJ.MEC.PROC_XXX,MEAP Project Month End Closing (PUPO/1811)
800,ZSG_PS_PRJ.MEC.PROC_872,ZSG_PS_PRJ.MEC.PROC_XXX,MEAP Project Month End Closing (PUPS/1811)
800,ZSG_PS_PRJ.MEC.PROC_873,ZSG_PS_PRJ.MEC.PROC_XXX,MEAP Project Month End Closing (PUSV/1811)
800,ZSG_PS_PRJ.MEC.PROC_XXX,,MEAP Project Month End Closing
800,ZSG_PS_PRJ.PCT.PROC_831,ZSG_PS_PRJ.PCT.PROC_XXX,MEAP Project Controller (FAPP/1820)
800,ZSG_PS_PRJ.PCT.PROC_832,ZSG_PS_PRJ.PCT.PROC_XXX,MEAP Project Controller (FAPM/1820)
800,ZSG_PS_PRJ.PCT.PROC_833,ZSG_PS_PRJ.PCT.PROC_XXX,MEAP Project Controller (FAIS/1820)
800,ZSG_PS_PRJ.PCT.PROC_835,ZSG_PS_PRJ.PCT.PROC_XXX,MEAP Project Controller (FASS/1820)
800,ZSG_PS_PRJ.PCT.PROC_836,ZSG_PS_PRJ.PCT.PROC_XXX,MEAP Project Controller (FACS/1820)
800,ZSG_PS_PRJ.PCT.PROC_837,ZSG_PS_PRJ.PCT.PROC_XXX,MEAP Project Controller (FACS/1820)
800,ZSG_PS_PRJ.PCT.PROC_838,ZSG_PS_PRJ.PCT.PROC_XXX,MEAP Project Controller (FASV/1820)
800,ZSG_PS_PRJ.PCT.PROC_839,ZSG_PS_PRJ.PCT.PROC_XXX,MEAP Project Controller (FASM/1820)
800,ZSG_PS_PRJ.PCT.PROC_871,ZSG_PS_PRJ.PCT.PROC_XXX,MEAP Project Controller (PUPO/1811)
800,ZSG_PS_PRJ.PCT.PROC_872,ZSG_PS_PRJ.PCT.PROC_XXX,MEAP Project Controller (PUPS/1811)
800,ZSG_PS_PRJ.PCT.PROC_873,ZSG_PS_PRJ.PCT.PROC_XXX,MEAP Project Controller (PUSV/1811)
800,ZSG_PS_PRJ.PCT.PROC_XXX,,MEAP Project Controller
800,ZSG_PS_PRJ.PMT.PROC_831,ZSG_PS_PRJ.PMT.PROC_XXX,MEAP Project Maintenance (FAPP/1820)
800,ZSG_PS_PRJ.PMT.PROC_832,ZSG_PS_PRJ.PMT.PROC_XXX,MEAP Project Maintenance (FAPM/1820)
800,ZSG_PS_PRJ.PMT.PROC_833,ZSG_PS_PRJ.PMT.PROC_XXX,MEAP Project Maintenance (FAIS/1820)
800,ZSG_PS_PRJ.PMT.PROC_835,ZSG_PS_PRJ.PMT.PROC_XXX,MEAP Project Maintenance (FASS/1820)
800,ZSG_PS_PRJ.PMT.PROC_836,ZSG_PS_PRJ.PMT.PROC_XXX,MEAP Project Maintenance (FACS/1820)
800,ZSG_PS_PRJ.PMT.PROC_837,ZSG_PS_PRJ.PMT.PROC_XXX,MEAP Project Maintenance (FACS/1820)
800,ZSG_PS_PRJ.PMT.PROC_838,ZSG_PS_PRJ.PMT.PROC_XXX,MEAP Project Maintenance (FASV/1820)
800,ZSG_PS_PRJ.PMT.PROC_839,ZSG_PS_PRJ.PMT.PROC_XXX,MEAP Project Maintenance (FASM/1820)
800,ZSG_PS_PRJ.PMT.PROC_871,ZSG_PS_PRJ.PMT.PROC_XXX,MEAP Project Maintenance (PUPO/1811)
800,ZSG_PS_PRJ.PMT.PROC_872,ZSG_PS_PRJ.PMT.PROC_XXX,MEAP Project Maintenance (PUPS/1811)
800,ZSG_PS_PRJ.PMT.PROC_873,ZSG_PS_PRJ.PMT.PROC_XXX,MEAP Project Maintenance (PUSV/1811)
800,ZSG_PS_PRJ.PMT.PROC_XXX,,MEAP Project Maintenance
800,ZSG_PS_PRJ.STD.PROC_831,ZSG_PS_PRJ.STD.PROC_XXX,MEAP Standard Project Structure Owner (FAPP/1820)
800,ZSG_PS_PRJ.STD.PROC_832,ZSG_PS_PRJ.STD.PROC_XXX,MEAP Standard Project Structure Owner (FAPM/1820)
800,ZSG_PS_PRJ.STD.PROC_833,ZSG_PS_PRJ.STD.PROC_XXX,MEAP Standard Project Structure Owner (FAIS/1820)
800,ZSG_PS_PRJ.STD.PROC_835,ZSG_PS_PRJ.STD.PROC_XXX,MEAP Standard Project Structure Owner (FASS/1820)
800,ZSG_PS_PRJ.STD.PROC_836,ZSG_PS_PRJ.STD.PROC_XXX,MEAP Standard Project Structure Owner (FACS/1820)
800,ZSG_PS_PRJ.STD.PROC_837,ZSG_PS_PRJ.STD.PROC_XXX,MEAP Standard Project Structure Owner (FACS/1820)
800,ZSG_PS_PRJ.STD.PROC_838,ZSG_PS_PRJ.STD.PROC_XXX,MEAP Standard Project Structure Owner (FASV/1820)
800,ZSG_PS_PRJ.STD.PROC_839,ZSG_PS_PRJ.STD.PROC_XXX,MEAP Standard Project Structure Owner (FASM/1820)
800,ZSG_PS_PRJ.STD.PROC_871,ZSG_PS_PRJ.STD.PROC_XXX,MEAP Standard Project Structure Owner (PUPO/1811)
800,ZSG_PS_PRJ.STD.PROC_872,ZSG_PS_PRJ.STD.PROC_XXX,MEAP Standard Project Structure Owner (PUPS/1811)
800,ZSG_PS_PRJ.STD.PROC_873,ZSG_PS_PRJ.STD.PROC_XXX,MEAP Standard Project Structure Owner (PUSV/1811)
800,ZSG_PS_PRJ.STD.PROC_XXX,,MEAP Standard Project Structure Owner
800,ZSG_PS_PROJ.ADM_XXX,,MEAP Project Administrator
800,ZSG_SD_BL.CANCEL_872,ZSG_SD_BL.CANCEL_XXX,MEAP Cancel Billing Document (PUPS/1811)
800,ZSG_SD_BL.CANCEL_XXX,,MEAP Cancel Billing Document
800,ZSG_SD_BL.DSP_511,ZSG_SD_BL.DSP_XXX,MEAP Billing Display and Report(ACO/1889)
800,ZSG_SD_BL.DSP_512,ZSG_SD_BL.DSP_XXX,MEAP Billing Display and Report(ACO/1889)
800,ZSG_SD_BL.DSP_513,ZSG_SD_BL.DSP_XXX,MEAP Billing Display and Report(ACO/1889)
800,ZSG_SD_BL.DSP_515,ZSG_SD_BL.DSP_XXX,MEAP Billing Display and Report(ACO/1889)
800,ZSG_SD_BL.DSP_516,ZSG_SD_BL.DSP_XXX,MEAP Billing Display and Report(ACO/1889)
800,ZSG_SD_BL.DSP_517,ZSG_SD_BL.DSP_XXX,MEAP Billing Display and Report(ACO/1889)
800,ZSG_SD_BL.DSP_518,ZSG_SD_BL.DSP_XXX,MEAP Billing Display and Report(ACO/1889)
800,ZSG_SD_BL.DSP_519,ZSG_SD_BL.DSP_XXX,MEAP Billing Display and Report(ACO/1889)
800,ZSG_SD_BL.DSP_520,ZSG_SD_BL.DSP_XXX,MEAP Billing Display and Report(ACO/1889)
