MANDT,AGR_NAME,UNAME,FROM_DAT,TO_DAT,EXCLUDE,CHANGE_DAT,CHANGE_TIM,CHANGE_TST,ORG_FLAG,COL_FLAG
901,ZSG_SD_BL.DSP_836,CWCHIAM,4/3/2024,31/12/9999,,4/3/2024,11:29:29 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,CYTAN,4/3/2024,31/12/9999,,4/3/2024,11:30:08 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,CYTAN_C,4/3/2024,31/12/9999,,12/5/2024,10:20:50 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,DAMIENYUEN,4/3/2024,31/12/9999,,4/3/2024,11:30:27 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,DANIELLEE,4/3/2024,31/12/9999,,4/3/2024,11:30:45 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,DAVEHENG,4/3/2024,31/12/9999,,4/3/2024,11:31:05 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,DBASAK,30/4/2024,31/12/9999,,30/4/2024,3:48:35 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,DENISTAN,4/3/2024,31/12/9999,,4/3/2024,11:31:27 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,EA_NICHUNG,17/5/2024,31/12/9999,,17/5/2024,12:14:28 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,ELAINEONG,4/3/2024,31/12/9999,,4/3/2024,11:33:12 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,EVELYNTAN,4/3/2024,31/12/9999,,4/3/2024,11:34:08 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,FF_LOG_1,23/5/2024,31/12/9999,,23/5/2024,7:52:56 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,FF_LOG_2,23/5/2024,31/12/9999,,23/5/2024,7:52:56 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,FF_LOG_3,23/5/2024,31/12/9999,,23/5/2024,7:52:56 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,FF_LOG_4,23/5/2024,31/12/9999,,23/5/2024,7:52:56 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,FWLIM,4/3/2024,31/12/9999,,4/3/2024,11:36:06 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,FWLIM_C,4/3/2024,31/12/9999,,12/5/2024,5:01:07 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,GARRYQUEK,4/3/2024,31/12/9999,,4/3/2024,11:36:26 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,GRACECHAN,4/3/2024,31/12/9999,,4/3/2024,11:37:18 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,GRACECHAN_C,4/3/2024,31/12/9999,,14/6/2024,4:15:05 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,HKNG,4/3/2024,31/12/9999,,4/3/2024,11:38:32 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,JASONLIEW,4/3/2024,31/12/9999,,4/3/2024,11:40:46 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,JECHONG,4/3/2024,31/12/9999,,4/3/2024,11:41:24 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,JECHONG_C,4/3/2024,31/12/9999,,15/5/2024,5:49:23 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,JEFFREYCHIA,4/3/2024,31/12/9999,,4/3/2024,11:41:50 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,JHLUI,4/3/2024,31/12/9999,,4/3/2024,11:42:29 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,JRALMARE,30/4/2024,31/12/9999,,23/5/2024,10:47:15 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,KASHAR,30/4/2024,31/12/9999,,30/4/2024,4:10:14 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,KATHERINETAN,4/3/2024,31/12/9999,,4/3/2024,11:44:54 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,KATHRINELEE,4/3/2024,31/12/9999,,4/3/2024,11:45:11 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,KELVINLOH,4/3/2024,31/12/9999,,4/3/2024,11:45:29 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,KSLEE,4/3/2024,31/12/9999,,4/3/2024,11:46:24 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,KTLOW,4/3/2024,31/12/9999,,4/3/2024,11:46:48 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,LLKONG,4/3/2024,31/12/9999,,4/3/2024,11:47:45 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,LNOBRERA,4/3/2024,31/12/9999,,4/3/2024,11:48:34 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,MLCHUA,4/3/2024,31/12/9999,,4/3/2024,11:49:50 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,MLCHUA_C,4/3/2024,31/12/9999,,5/6/2024,3:37:18 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,MPNG,4/3/2024,31/12/9999,,4/3/2024,11:50:14 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,MPNG_C,4/3/2024,31/12/9999,,29/5/2024,6:29:59 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,MTKHIN,4/3/2024,31/12/9999,,4/3/2024,11:52:06 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,NIGELHO,4/3/2024,31/12/9999,,4/3/2024,11:52:59 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,NIGELHO_C,4/3/2024,31/12/9999,,16/5/2024,11:24:09 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,PATRICKCHU,4/3/2024,31/12/9999,,4/3/2024,11:57:54 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,PLHO,4/3/2024,31/12/9999,,4/3/2024,11:58:39 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,ROYSTONKWIK,4/3/2024,31/12/9999,,4/3/2024,11:59:57 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,SACHINAS,4/3/2024,31/12/9999,,4/3/2024,12:00:19 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,SANISALEH,4/3/2024,31/12/9999,,4/3/2024,12:00:59 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,SIVANANTHNIV,30/4/2024,31/12/9999,,6/6/2024,11:38:01 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,SLTAN,4/3/2024,31/12/9999,,4/3/2024,12:03:29 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,SMASID,30/4/2024,31/12/9999,,30/4/2024,4:13:14 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,SMAZOOMDAR,30/4/2024,31/12/9999,,30/4/2024,4:05:26 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,SPONG,4/3/2024,31/12/9999,,4/3/2024,12:04:28 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,TNODA,4/3/2024,31/12/9999,,4/3/2024,12:06:00 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,UNYAMGOUD,30/4/2024,31/12/9999,,30/4/2024,3:34:35 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,WILFREDCHER,4/3/2024,31/12/9999,,4/3/2024,12:08:06 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,WILFREDCHR_C,4/3/2024,31/12/9999,,13/5/2024,12:58:18 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,WMLEONG,4/3/2024,31/12/9999,,4/3/2024,2:03:33 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,WMWANG,4/3/2024,31/12/9999,,4/3/2024,2:03:55 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,WPLAU,4/3/2024,31/12/9999,,4/3/2024,2:04:15 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,YHNEUI,4/3/2024,31/12/9999,,4/3/2024,2:06:16 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,YIWASAKI,4/3/2024,31/12/9999,,4/3/2024,2:06:36 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,YVONNECHIA,4/3/2024,31/12/9999,,4/3/2024,2:07:49 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,YVONNECHIA_C,4/3/2024,31/12/9999,,27/5/2024,3:36:15 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_836,ZONALIEW,4/3/2024,31/12/9999,,4/3/2024,2:08:29 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,ANDREWSHEN,4/3/2024,31/12/9999,,4/3/2024,11:16:50 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,ANTHONYFUNG,4/3/2024,31/12/9999,,4/3/2024,11:18:54 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,BPENSIE,4/3/2024,31/12/9999,,4/3/2024,11:21:09 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,BPENSIE_C,4/3/2024,31/12/9999,,27/5/2024,3:07:54 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,BTCHUA,4/3/2024,31/12/9999,,4/3/2024,11:25:01 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,CCTAY,4/3/2024,31/12/9999,,4/3/2024,11:25:41 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,CFTEOH,4/3/2024,31/12/9999,,4/3/2024,11:26:21 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,CFTEOH,25/4/2024,31/12/9999,,25/4/2024,4:51:06 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,CFTEOH_C,4/3/2024,31/12/9999,,30/5/2024,10:05:46 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,CFTEOH_C,25/4/2024,31/12/9999,,30/5/2024,10:05:46 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,CHTAY,4/3/2024,31/12/9999,,4/3/2024,11:27:04 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,CHTAY_C,4/3/2024,31/12/9999,,29/5/2024,6:30:59 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,CLEE,4/3/2024,31/12/9999,,4/3/2024,11:28:11 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,CLIFFORDCHUA,4/3/2024,31/12/9999,,4/3/2024,11:28:35 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,CMVOO,4/3/2024,31/12/9999,,4/3/2024,11:28:55 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,CWCHIAM,4/3/2024,31/12/9999,,4/3/2024,11:29:29 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,CYTAN,4/3/2024,31/12/9999,,4/3/2024,11:30:08 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,CYTAN_C,4/3/2024,31/12/9999,,12/5/2024,10:20:50 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,DAMIENYUEN,4/3/2024,31/12/9999,,4/3/2024,11:30:27 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,DANIELLEE,4/3/2024,31/12/9999,,4/3/2024,11:30:45 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,DAVEHENG,4/3/2024,31/12/9999,,4/3/2024,11:31:05 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,DBASAK,30/4/2024,31/12/9999,,30/4/2024,3:48:35 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,DENISTAN,4/3/2024,31/12/9999,,4/3/2024,11:31:27 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,EA_NICHUNG,17/5/2024,31/12/9999,,17/5/2024,12:14:28 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,ELAINEONG,4/3/2024,31/12/9999,,4/3/2024,11:33:12 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,EVELYNTAN,4/3/2024,31/12/9999,,4/3/2024,11:34:08 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,FF_LOG_1,23/5/2024,31/12/9999,,23/5/2024,7:52:56 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,FF_LOG_2,23/5/2024,31/12/9999,,23/5/2024,7:52:56 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,FF_LOG_3,23/5/2024,31/12/9999,,23/5/2024,7:52:56 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,FF_LOG_4,23/5/2024,31/12/9999,,23/5/2024,7:52:56 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,FWLIM,4/3/2024,31/12/9999,,4/3/2024,11:36:06 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,FWLIM_C,4/3/2024,31/12/9999,,12/5/2024,5:01:07 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,GARRYQUEK,4/3/2024,31/12/9999,,4/3/2024,11:36:26 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,GRACECHAN,4/3/2024,31/12/9999,,4/3/2024,11:37:18 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,GRACECHAN_C,4/3/2024,31/12/9999,,14/6/2024,4:15:05 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,HKNG,4/3/2024,31/12/9999,,4/3/2024,11:38:32 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,JASONLIEW,4/3/2024,31/12/9999,,4/3/2024,11:40:46 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,JECHONG,4/3/2024,31/12/9999,,4/3/2024,11:41:24 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,JECHONG_C,4/3/2024,31/12/9999,,15/5/2024,5:49:23 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,JEFFREYCHIA,4/3/2024,31/12/9999,,4/3/2024,11:41:50 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,JHLUI,4/3/2024,31/12/9999,,4/3/2024,11:42:29 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,JRALMARE,30/4/2024,31/12/9999,,23/5/2024,10:47:15 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,KASHAR,30/4/2024,31/12/9999,,30/4/2024,4:10:14 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,KATHERINETAN,4/3/2024,31/12/9999,,4/3/2024,11:44:54 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,KATHRINELEE,4/3/2024,31/12/9999,,4/3/2024,11:45:11 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,KELVINLOH,4/3/2024,31/12/9999,,4/3/2024,11:45:29 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,KSLEE,4/3/2024,31/12/9999,,4/3/2024,11:46:24 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,KTLOW,4/3/2024,31/12/9999,,4/3/2024,11:46:48 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,LLKONG,4/3/2024,31/12/9999,,4/3/2024,11:47:45 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,LNOBRERA,4/3/2024,31/12/9999,,4/3/2024,11:48:34 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,MLCHUA,4/3/2024,31/12/9999,,4/3/2024,11:49:50 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,MLCHUA_C,4/3/2024,31/12/9999,,5/6/2024,3:37:18 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,MPNG,4/3/2024,31/12/9999,,4/3/2024,11:50:14 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,MPNG_C,4/3/2024,31/12/9999,,29/5/2024,6:29:59 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,MTKHIN,4/3/2024,31/12/9999,,4/3/2024,11:52:06 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,NIGELHO,4/3/2024,31/12/9999,,4/3/2024,11:52:59 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,NIGELHO_C,4/3/2024,31/12/9999,,16/5/2024,11:24:09 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,PATRICKCHU,4/3/2024,31/12/9999,,4/3/2024,11:57:54 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,PLHO,4/3/2024,31/12/9999,,4/3/2024,11:58:39 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,ROYSTONKWIK,4/3/2024,31/12/9999,,4/3/2024,11:59:57 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,SACHINAS,4/3/2024,31/12/9999,,4/3/2024,12:00:19 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,SANISALEH,4/3/2024,31/12/9999,,4/3/2024,12:00:59 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,SIVANANTHNIV,30/4/2024,31/12/9999,,6/6/2024,11:38:01 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,SLTAN,4/3/2024,31/12/9999,,4/3/2024,12:03:29 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,SMASID,30/4/2024,31/12/9999,,30/4/2024,4:13:14 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,SMAZOOMDAR,30/4/2024,31/12/9999,,30/4/2024,4:05:26 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,SPONG,4/3/2024,31/12/9999,,4/3/2024,12:04:28 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,TNODA,4/3/2024,31/12/9999,,4/3/2024,12:06:00 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,UNYAMGOUD,30/4/2024,31/12/9999,,30/4/2024,3:34:35 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,WILFREDCHER,4/3/2024,31/12/9999,,4/3/2024,12:08:06 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,WILFREDCHR_C,4/3/2024,31/12/9999,,13/5/2024,12:58:18 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,WMLEONG,4/3/2024,31/12/9999,,4/3/2024,2:03:33 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,WMWANG,4/3/2024,31/12/9999,,4/3/2024,2:03:55 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,WPLAU,4/3/2024,31/12/9999,,4/3/2024,2:04:15 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,YHNEUI,4/3/2024,31/12/9999,,4/3/2024,2:06:16 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,YIWASAKI,4/3/2024,31/12/9999,,4/3/2024,2:06:36 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,YVONNECHIA,4/3/2024,31/12/9999,,4/3/2024,2:07:49 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,YVONNECHIA_C,4/3/2024,31/12/9999,,27/5/2024,3:36:15 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_837,ZONALIEW,4/3/2024,31/12/9999,,4/3/2024,2:08:29 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,ANDREWSHEN,4/3/2024,31/12/9999,,4/3/2024,11:16:50 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,ANTHONYFUNG,4/3/2024,31/12/9999,,4/3/2024,11:18:54 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,BPENSIE,4/3/2024,31/12/9999,,4/3/2024,11:21:09 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,BPENSIE_C,4/3/2024,31/12/9999,,27/5/2024,3:07:54 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,BTCHUA,4/3/2024,31/12/9999,,4/3/2024,11:25:01 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,CCTAY,4/3/2024,31/12/9999,,4/3/2024,11:25:41 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,CFTEOH,4/3/2024,31/12/9999,,4/3/2024,11:26:21 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,CFTEOH,25/4/2024,31/12/9999,,25/4/2024,4:51:06 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,CFTEOH_C,4/3/2024,31/12/9999,,30/5/2024,10:05:46 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,CFTEOH_C,25/4/2024,31/12/9999,,30/5/2024,10:05:46 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,CHTAY,4/3/2024,31/12/9999,,4/3/2024,11:27:04 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,CHTAY_C,4/3/2024,31/12/9999,,29/5/2024,6:30:59 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,CLEE,4/3/2024,31/12/9999,,4/3/2024,11:28:11 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,CLIFFORDCHUA,4/3/2024,31/12/9999,,4/3/2024,11:28:35 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,CMVOO,4/3/2024,31/12/9999,,4/3/2024,11:28:55 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,CWCHIAM,4/3/2024,31/12/9999,,4/3/2024,11:29:29 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,CYTAN,4/3/2024,31/12/9999,,4/3/2024,11:30:08 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,CYTAN_C,4/3/2024,31/12/9999,,12/5/2024,10:20:50 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,DAMIENYUEN,4/3/2024,31/12/9999,,4/3/2024,11:30:27 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,DANIELLEE,4/3/2024,31/12/9999,,4/3/2024,11:30:45 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,DAVEHENG,4/3/2024,31/12/9999,,4/3/2024,11:31:05 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,DBASAK,30/4/2024,31/12/9999,,30/4/2024,3:48:35 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,DENISTAN,4/3/2024,31/12/9999,,4/3/2024,11:31:27 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,EA_NICHUNG,17/5/2024,31/12/9999,,17/5/2024,12:14:28 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,ELAINEONG,4/3/2024,31/12/9999,,4/3/2024,11:33:12 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,EVELYNTAN,4/3/2024,31/12/9999,,4/3/2024,11:34:08 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,FF_LOG_1,23/5/2024,31/12/9999,,23/5/2024,7:52:56 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,FF_LOG_2,23/5/2024,31/12/9999,,23/5/2024,7:52:56 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,FF_LOG_3,23/5/2024,31/12/9999,,23/5/2024,7:52:56 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,FF_LOG_4,23/5/2024,31/12/9999,,23/5/2024,7:52:56 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,FWLIM,4/3/2024,31/12/9999,,4/3/2024,11:36:06 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,FWLIM_C,4/3/2024,31/12/9999,,12/5/2024,5:01:07 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,GARRYQUEK,4/3/2024,31/12/9999,,4/3/2024,11:36:26 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,GRACECHAN,4/3/2024,31/12/9999,,4/3/2024,11:37:18 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,GRACECHAN_C,4/3/2024,31/12/9999,,14/6/2024,4:15:05 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,HKNG,4/3/2024,31/12/9999,,4/3/2024,11:38:32 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,JASONLIEW,4/3/2024,31/12/9999,,4/3/2024,11:40:46 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,JECHONG,4/3/2024,31/12/9999,,4/3/2024,11:41:24 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,JECHONG_C,4/3/2024,31/12/9999,,15/5/2024,5:49:23 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,JEFFREYCHIA,4/3/2024,31/12/9999,,4/3/2024,11:41:50 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,JHLUI,4/3/2024,31/12/9999,,4/3/2024,11:42:29 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,JRALMARE,30/4/2024,31/12/9999,,23/5/2024,10:47:15 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,KASHAR,30/4/2024,31/12/9999,,30/4/2024,4:10:14 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,KATHERINETAN,4/3/2024,31/12/9999,,4/3/2024,11:44:54 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,KATHRINELEE,4/3/2024,31/12/9999,,4/3/2024,11:45:11 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,KELVINLOH,4/3/2024,31/12/9999,,4/3/2024,11:45:29 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,KSLEE,4/3/2024,31/12/9999,,4/3/2024,11:46:24 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,KTLOW,4/3/2024,31/12/9999,,4/3/2024,11:46:48 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,LLKONG,4/3/2024,31/12/9999,,4/3/2024,11:47:45 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,LNOBRERA,4/3/2024,31/12/9999,,4/3/2024,11:48:34 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,MLCHUA,4/3/2024,31/12/9999,,4/3/2024,11:49:50 AM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,MLCHUA_C,4/3/2024,31/12/9999,,5/6/2024,3:37:18 PM,0/1/1900 0:00,,
901,ZSG_SD_BL.DSP_838,MPNG,4/3/2024,31/12/9999,,4/3/2024,11:50:14 AM,0/1/1900 0:00,,
